# index, meta, _pos
1203,,"array([-5.3451205 ,  1.14285251])"
1204,,"array([-5.45259867,  1.52257383])"
1205,,"array([-7.31405265,  0.4216739 ])"
1206,,"array([-7.07843246,  0.62832226])"
1207,,"array([-6.96471192,  0.54022223])"
1208,,"array([-7.05983186,  0.425448  ])"
1209,,"array([-5.51140475,  2.75677182])"
1210,,"array([-3.67104147,  1.92451921])"
1211,,"array([-6.1057781 ,  2.07353488])"
1212,,"array([-6.86913419, -3.09678296])"
1213,,"array([-6.64218536, -3.27989533])"
1214,,"array([-3.06681246, -3.3122512 ])"
1215,,"array([-3.35812002, -3.24460171])"
1216,,"array([-8.21169149, -3.49458642])"
1217,,"array([-10.55775   ,  -3.37316936])"
1218,,"array([-5.98209886, -1.25442222])"
1219,,"array([-9.79195378,  1.85190854])"
1220,,"array([-9.78150447,  1.72238117])"
1221,,"array([-9.67252116,  1.65131205])"
1222,,"array([-9.69270948,  1.93870333])"
1223,,"array([-6.07507716,  0.29518139])"
1224,,"array([-8.80641307, -0.75298721])"
1225,,"array([-6.76772133,  3.27378186])"
1226,,"array([-6.66028849,  3.33230322])"
1227,,"array([-8.02403483, -4.81384094])"
1228,,"array([-8.66964163, -2.18421363])"
1229,,"array([-4.64621725,  2.13016244])"
1230,,"array([-4.7254708 ,  2.11553693])"
1231,,"array([-4.04886009,  3.23882917])"
1232,,"array([-8.08711763, -2.60047059])"
1233,,"array([-12.86951196,  -3.41021263])"
1234,,"array([-12.80172223,  -3.55456166])"
1235,,"array([-12.74847202,  -3.77486644])"
1236,,"array([-12.85830748,  -3.81402641])"
1237,,"array([-12.95281931,  -3.70891061])"
1238,,"array([-13.13660457,  -3.31189676])"
1239,,"array([-13.28323128,  -3.36375715])"
1240,,"array([-7.45195494,  3.57072926])"
1241,,"array([-7.58830174,  3.6064365 ])"
1242,,"array([-9.23884853, -2.51699568])"
1243,,"array([-8.7990637 , -2.36228863])"
1244,,"array([-9.42499333, -2.60964318])"
1245,,"array([-5.74040792,  1.76451743])"
1246,,"array([-5.73978841,  1.83052592])"
1247,,"array([-5.94960699,  1.75494851])"
1248,,"array([-7.84958721, -3.22958241])"
1249,,"array([-7.73302614, -3.32283867])"
1250,,"array([-7.76415592, -3.45292149])"
1251,,"array([-5.22527325,  1.37211005])"
1252,,"array([-5.38183832,  1.62006354])"
1253,,"array([-6.9689471 ,  3.49987875])"
1254,,"array([-5.65634896,  2.00349656])"
1255,,"array([-5.63899567,  1.86077963])"
1256,,"array([-5.80924915,  2.00756999])"
1257,,"array([-5.59157733,  1.93546282])"
1258,,"array([-5.65154917,  2.09506211])"
1259,,"array([-5.73913347,  2.06789724])"
1260,,"array([-6.18501863,  1.99578799])"
1261,,"array([-8.90506306, -2.55528018])"
1262,,"array([-10.37558049,  -1.8994293 ])"
1263,,"array([-5.66460991, -3.64935996])"
1264,,"array([-6.22983508, -4.45997552])"
1265,,"array([-3.47529222, -0.55531692])"
1266,,"array([-6.04645751, -2.77751869])"
1267,,"array([-6.25346879, -4.00922229])"
1268,,"array([-10.17041165,  -3.63692448])"
1269,,"array([-10.06320377,  -3.72184476])"
1270,,"array([-6.35624952, -1.33564325])"
1271,,"array([-6.1705731 , -2.84429778])"
1272,,"array([-12.71865583,  -4.24676057])"
1273,,"array([-12.80145191,  -4.15601428])"
1274,,"array([-10.41157453,  -3.15726263])"
1275,,"array([-10.42427446,  -3.43409588])"
1276,,"array([-10.30606608,  -3.22398806])"
1277,,"array([-10.31580054,  -3.35996928])"
1278,,"array([-10.51140472,  -3.2523443 ])"
1279,,"array([-10.55377898,  -3.11702131])"
1280,,"array([-5.91767971, -2.44480301])"
1281,,"array([-6.59434267,  1.91862989])"
1282,,"array([-6.42068682,  2.40334708])"
1283,,"array([-6.25182723,  2.39589703])"
1284,,"array([-6.34589275,  2.3616924 ])"
1285,,"array([-4.95277706,  0.99716865])"
1286,,"array([-4.85775868,  1.05765542])"
1287,,"array([-5.05187062,  1.05181347])"
1288,,"array([-4.99625555,  1.42726312])"
1289,,"array([-4.91384168,  1.37702619])"
1290,,"array([-9.26000155, -0.14323812])"
1291,,"array([-9.38010873, -0.27227668])"
1292,,"array([-8.97880372,  0.59059444])"
1293,,"array([-9.176887  ,  0.65915097])"
1294,,"array([-6.97181803, -3.02124125])"
1295,,"array([-6.53164241, -2.72727149])"
1296,,"array([-6.90677698, -2.93922686])"
1297,,"array([-6.9759092, -2.8343778])"
1298,,"array([-7.02720854, -3.11608959])"
1299,,"array([-4.98184741,  3.10026189])"
1300,,"array([-5.15338635,  3.0308968 ])"
1301,,"array([-8.55692565, -2.0292086 ])"
1302,,"array([-4.49013113,  2.10981431])"
1303,,"array([-4.5485961 ,  1.96310371])"
1304,,"array([-4.56640342,  1.87055309])"
1305,,"array([-5.15754347, -2.52054951])"
1306,,"array([-5.29195883, -2.68527078])"
1307,,"array([-4.78389485,  1.5277065 ])"
1308,,"array([-6.69346538,  1.74090557])"
1309,,"array([-9.66731021, -2.01020067])"
1310,,"array([-7.4584058 , -2.63385073])"
1311,,"array([-10.79324746,   0.23420285])"
1312,,"array([-7.68329579,  2.73102318])"
1313,,"array([-7.58497101,  2.79099165])"
1314,,"array([-6.3409124 , -4.49856694])"
1315,,"array([-6.13552317, -4.30295714])"
1316,,"array([-8.37864121, -2.71800806])"
1317,,"array([-8.42485621, -2.44536889])"
1318,,"array([-5.95601336,  0.98494165])"
1319,,"array([-5.04662438,  1.52058301])"
1320,,"array([-4.91407228,  1.67660299])"
1321,,"array([-4.28397604,  2.42988521])"
1322,,"array([-8.74079368, -3.15566573])"
1323,,"array([-9.39129515, -3.21302649])"
1324,,"array([-9.1120111 , -3.09247393])"
1325,,"array([-9.26822268, -3.167027  ])"
1326,,"array([-9.19587624, -2.95852609])"
1327,,"array([-8.45804527, -2.01853522])"
1328,,"array([-9.45808947, -1.72129055])"
1329,,"array([-9.64311841, -1.66906248])"
1330,,"array([-5.65161311,  2.31876673])"
1331,,"array([-8.63332265, -0.79338088])"
1332,,"array([-4.76599859, -2.37550964])"
1333,,"array([-10.38146224,  -2.10788533])"
1334,,"array([-5.30393437,  3.24865283])"
1335,,"array([-10.25924832,  -1.90909459])"
1336,,"array([-9.87909179, -2.07770379])"
1337,,"array([-6.55990405, -1.20296129])"
1338,,"array([-6.07274776, -3.70648993])"
1339,,"array([-8.54902579, -2.12782809])"
1340,,"array([-8.58324884, -2.20835228])"
1341,,"array([-8.26778176, -2.62912452])"
1342,,"array([-9.5938076 , -0.99220312])"
1343,,"array([-9.53716175, -1.13161766])"
1344,,"array([-7.67649831,  3.44425525])"
1345,,"array([-8.30271858, -0.65538839])"
1346,,"array([-8.0066596 , -0.69900652])"
1347,,"array([-7.90023214, -0.59669118])"
1348,,"array([-9.63588116, -3.3906031 ])"
1349,,"array([-5.41497575,  1.73520312])"
1350,,"array([-5.49486858,  1.66301614])"
1351,,"array([-5.47026756,  1.84238895])"
1352,,"array([-9.47122855, -2.25315167])"
1353,,"array([-8.9838606 , -2.17673497])"
1354,,"array([-9.49706956, -2.02258121])"
1355,,"array([-9.3902462 , -2.10334904])"
1356,,"array([-9.95772904, -1.88398107])"
1357,,"array([-8.36154037, -2.05078043])"
1358,,"array([-7.76775672,  3.1506979 ])"
1359,,"array([-5.68144518,  1.49338999])"
1360,,"array([-5.7736066 ,  1.46436601])"
1361,,"array([-5.8562723 ,  1.53623558])"
1362,,"array([-7.63219005,  3.16523344])"
1363,,"array([-6.48303898,  2.79428457])"
1364,,"array([-3.45596642, -3.06227572])"
1365,,"array([-3.41727396, -3.151282  ])"
1366,,"array([-7.14870186, -4.56202316])"
1367,,"array([-5.02174706,  2.19718529])"
1368,,"array([-4.88041661,  2.14545853])"
1369,,"array([-6.07500642, -2.30351187])"
1370,,"array([-10.7310989 ,  -0.82591356])"
1371,,"array([-5.22531566,  2.26925778])"
1372,,"array([-5.30792977,  2.34358998])"
1373,,"array([-6.73790339, -3.49590176])"
1374,,"array([-8.42866478, -2.14018554])"
1375,,"array([-8.32823536, -2.19198609])"
1376,,"array([-8.47575944, -2.35495927])"
1377,,"array([-8.36968897, -2.27935156])"
1378,,"array([-8.34753689, -2.36426285])"
1379,,"array([-8.56654367, -2.32897408])"
