# index, organization, location, vid, name, gender, _pos
642,0,,5433,Tore Georg Høghaug,1,"array([  9.22741351, -38.09212627])"
643,984162014,7011 TRONDHEIM,124,FINANSPARTNER ASA,0,"array([ 33.94770613, -24.92677595])"
644,0,,2483,Jan Tore Hamnes,1,"array([ 33.69367872, -23.87454509])"
645,0,,3066,Kjell Oddvar Heggvoll,1,"array([ 33.16980811, -25.64243145])"
646,0,,3468,Lise Eriksen,2,"array([ 34.97381899, -25.25696331])"
647,988484946,7014 TRONDHEIM,125,FISCHE ASA,0,"array([-44.52383179,  10.27971212])"
648,0,,285,Annichen Fische,2,"array([-44.09837915,  11.39161194])"
649,0,,743,Bjørn Einar Fische,1,"array([-44.20807995,   9.14540877])"
650,0,,4405,Pernille Fische,2,"array([-43.35006397,  10.26165548])"
651,0,,4601,Roger Løkvik,1,"array([-45.46698957,  11.01563511])"
652,0,,4982,Stig Roar Fische,1,"array([-45.50100328,   9.6022185 ])"
653,982985110,5072 BERGEN,126,FISH POOL ASA,0,"array([-0.67784559, -0.19075484])"
654,0,,666,Bill Schjelderup,1,"array([-0.79155783, -1.34856901])"
655,0,,2597,Johan Herman Wildenvey Michelet,1,"array([-3.03540334, -1.00985049])"
656,0,,2805,Jostein Refsnes,1,"array([-1.64421797,  0.11937586])"
657,0,,4543,Rita Brokstad,2,"array([-1.677531  , -1.09605416])"
658,989077791,8370 LEKNES,127,FISHEX ASA,0,"array([-41.61244263,  -7.67994936])"
659,0,,1658,Gerd Ingeborg Kristoffersen,2,"array([-40.73756619,  -8.55417275])"
660,0,,2885,Kari Riddervold,2,"array([-42.48948564,  -6.78318175])"
661,0,,3963,Odd Eivind Berg,1,"array([-41.25058948,  -6.49629627])"
662,0,,4400,Per Trygve Kongsnes,1,"array([-41.94319814,  -8.86153525])"
663,0,,5458,Tore Oddbjørn Andreassen,1,"array([-40.38059639,  -7.38516657])"
664,0,,5603,Trude Slettli,2,"array([-42.81166319,  -7.96828755])"
665,984706502,8900 BR&Oslash;NN&Oslash;YSUND,128,FJORD MARIN HOLDING ASA,0,"array([-35.4393528 ,  33.10734848])"
666,0,,404,Arnfinn Torgnes,1,"array([-34.50622048,  33.82845535])"
667,0,,910,Carl Norvald Tysnes,1,"array([-35.73838938,  31.99725668])"
668,0,,962,Charlotte Fredrikke Hartvigsen Lem,2,"array([-34.41027387,  32.47252608])"
669,0,,2239,Inger-Gunn Sande,2,"array([-36.6380034 ,  33.04467207])"
670,0,,2926,Karl Johann Torgnes,1,"array([-35.90667316,  34.19132363])"
671,911752271,0161 OSLO,129,FONDSFINANS ASA,0,"array([-0.10528316,  9.70750367])"
672,0,,3507,Luciana Berger,2,"array([-0.76743619, 10.50590994])"
673,0,,5557,Trine Must,2,"array([-1.15273238,  9.4104959 ])"
674,981635647,0122 OSLO,130,FONDSFINANS KAPITALFORVALTNING ASA,0,"array([1.79097749, 9.87604117])"
675,0,,926,Cathrine Lønning Halle,2,"array([2.58032235, 8.89356124])"
676,0,,930,Cathrine Ulrichsen,2,"array([2.95814718, 9.78792064])"
677,0,,1115,Didrik Johannes Vigsnæs,1,"array([ 0.90084959, 10.3655951 ])"
678,0,,4190,Øyvind Bjørn Kristiansen,1,"array([ 1.9712654 , 11.02264755])"
679,0,,5025,Svein Brustad,1,"array([ 2.85576115, 10.76026798])"
680,911772191,7010 TRONDHEIM,131,FOSEN ASA,0,"array([22.93878544, 18.51785367])"
681,0,,588,Benjamin Schei,1,"array([23.88726542, 19.06559165])"
682,0,,863,Brynjar Kristian Forbergskog,1,"array([23.02930914, 17.47746644])"
683,0,,3055,Kjell Inge Skaldebø,1,"array([23.44497653, 19.92617781])"
684,0,,3465,Lise Andrea Dahl Karlsen,2,"array([24.05251872, 17.57363846])"
685,0,,4035,Ola Dybvik,1,"array([22.52152598, 20.06863947])"
686,0,,4252,Paul Birger Torgnes,1,"array([25.20466844, 19.70121513])"
687,0,,4273,Peggy Finboe,2,"array([24.54036743, 18.38144219])"
688,0,,4849,Sonja Sundgot Johansen,2,"array([24.75637689, 20.32473236])"
689,0,,4868,Stein Andre Herigstad Olsen,1,"array([22.10560602, 19.18010045])"
690,977388287,0152 OSLO,132,FRED OLSEN ENERGY ASA,0,"array([-14.60249392,  24.02935168])"
691,0,,20,Agnar Gravdal,1,"array([-13.76163455,  22.97281339])"
692,0,,941,Cecilie Blydt Heuch,2,"array([-15.82106714,  24.04978285])"
693,0,,2458,Jan Peter Valheim,1,"array([-14.61422909,  22.68844511])"
694,0,,4024,Øivin Fjeldstad,1,"array([-13.37406244,  24.80218185])"
695,0,,4939,Stephen Knudtzon,1,"array([-15.41559719,  25.11224252])"
696,930366323,0152 OSLO,133,FRED. OLSEN PRODUCTION ASA,0,"array([-13.66769288,  21.46866025])"
697,0,,4377,Per Oscar Lund,1,"array([-14.82369313,  21.23911229])"
698,979111576,1671 KR&Aring;KER&Oslash;Y,134,FREDRIKSTAD FOTBALLKLUBB SPORT ASA,0,"array([44.77851162, -5.9013981 ])"
699,0,,2700,Jon Erling Børresen,1,"array([44.03201307, -6.94256767])"
700,0,,4354,Per Kristian Olsen,1,"array([43.50544295, -5.96370289])"
701,0,,4476,Ragnhild Engebretsen,2,"array([45.91994695, -5.27575469])"
702,0,,5045,Svein Johnny Høiden,1,"array([45.01890901, -4.61817334])"
703,0,,5314,Tom Kristoffersen,1,"array([45.95489535, -6.40760969])"
704,0,,5497,Torill Øyvik,2,"array([45.12861272, -7.16348284])"
705,0,,5687,Vigdis Abrahamsen Grøndahl,2,"array([43.92002271, -4.93115484])"
706,877241602,5231 PARADIS,135,FRONTIER DRILLING ASA,0,"array([ 26.82204403, -18.76040368])"
707,0,,1113,Diana Stokes Moore,2,"array([ 25.8069098 , -18.41600295])"
708,0,,1617,Geir Odd Johnsen,1,"array([ 27.68916575, -18.15181687])"
709,0,,4555,Roar Bye,1,"array([ 27.05442356, -19.78500022])"
710,930357618,0152 OSLO,136,Ganger Rolf ASA,0,"array([-14.43043925,  27.24421316])"
711,987974532,5058 BERGEN,137,GC RIEBER SHIPPING ASA,0,"array([-16.80945003,  43.15838097])"
712,0,,254,Anne Marit Steen,2,"array([-18.03471106,  43.11936322])"
713,0,,939,Cecilie Astrup,2,"array([-17.29011684,  44.20593001])"
714,0,,2380,Jan Erik Clausen,1,"array([-17.30067369,  42.04738686])"
715,0,,4253,Paul Christian Rieber,1,"array([-16.0358191 ,  42.29113956])"
716,990323429,6800 F&Oslash;RDE,138,GJENSIDIGE BANK  ASA,0,"array([ 22.44894956, -13.09290597])"
717,0,,444,Arvid Andenæs,1,"array([ 22.78375834, -14.21902329])"
718,0,,2280,Ingun Ranneberg-Nilsen,2,"array([ 21.49573909, -13.77131866])"
719,0,,3608,Marianne Broholm Einarsen,2,"array([ 23.60857194, -13.09729498])"
720,0,,5394,Tor Magne Lønnum,1,"array([ 21.53243765, -12.38844763])"
721,0,,5590,Trond Rino Delbekk,1,"array([ 22.83589492, -11.96684715])"
722,989623362,0283 OSLO,139,GJENSIDIGE INVESTERINGSR&Aring;DGIVNING ASA,0,"array([ -6.23313905, -11.49631786])"
723,0,,730,Bjørn Asp,1,"array([ -7.44374432, -11.71541799])"
724,0,,1367,Erik Ranberg,1,"array([ -6.89408947, -10.75864428])"
725,912007782,6405 MOLDE,140,GLAMOX ASA,0,"array([ 4.04758926, 13.67111027])"
726,0,,728,Bjørn Arnestad,1,"array([ 4.89718009, 14.40320289])"
727,0,,1462,Eyvin Magne Olsen,1,"array([ 3.9321744 , 12.74327155])"
728,0,,3634,Marianne Ulrichsen,2,"array([ 4.00834591, 14.84698134])"
729,0,,5133,Sverre Valvik,1,"array([ 3.07458817, 15.963794  ])"
730,990947619,0160 OSLO,141,GLOBAL RIG COMPANY ASA,0,"array([ 30.29283993, -14.38060643])"
731,0,,1737,Gunn Mangerud,2,"array([ 31.29837743, -14.06109098])"
732,0,,4040,Ola Petter Tollefsen,1,"array([ 29.58493184, -13.57711549])"
733,0,,5050,Svein Lang,1,"array([ 30.0663499, -15.4070963])"
734,980585522,0278 OSLO,142,GLOBAL TENDER BARGES ASA,0,"array([1.14924285, 3.32242929])"
735,0,,1235,Elen Roaldset,2,"array([2.10096319, 3.50347525])"
736,0,,1757,Gunnar Hvammen,1,"array([2.60853967, 5.51782562])"
737,914769922,1065 OSLO,143,GOODTECH ASA,0,"array([-11.22431272, -29.54519922])"
738,0,,252,Anne Margrethe Sødahl Wessel,2,"array([-10.78429888, -28.4425402 ])"
739,0,,2908,Karl-Erik Staubo,1,"array([-12.19625706, -30.25478485])"
740,0,,3735,Merete Lindhjem Stensrud,2,"array([-12.16687116, -28.87460616])"
741,0,,4965,Stig Grimsgaard Andersen,1,"array([-10.03462186, -29.51648302])"
742,0,,5666,Veroslav Sedlak,1,"array([-10.93846917, -30.69537264])"
743,922493626,5224 NESTTUN,144,GREEN REEFERS ASA,0,"array([-31.64854832,  -9.27436107])"
744,0,,406,Arnhild Dyrhaug Odfjell,2,"array([-30.94573269, -10.14137693])"
745,0,,1216,Eivind Eidesvik,1,"array([-29.66764678,  -8.27523786])"
746,0,,3514,Mads Ansgar Ellefsen,1,"array([-32.17539068, -10.30314945])"
747,0,,5092,Sven Aage Thoen,1,"array([-32.37117909,  -8.42136535])"
748,0,,5488,Toril Eidesvik,2,"array([-33.52132393, -10.0246118 ])"
749,982673550,3221 SANDEFJORD,145,GREENTECH HOLDING ASA,0,"array([39.79751501, -9.29054045])"
750,0,,876,Camilla Romero,2,"array([38.9674308 , -8.43922125])"
751,0,,3000,Kim Jensen,1,"array([40.33393815, -8.24424322])"
752,0,,4624,Rolf Henning Romero Sanchez,1,"array([38.75162884, -9.78606675])"
753,0,,4896,Steinar Aune,1,"array([ 39.95873635, -10.45155853])"
754,0,,5138,Synnøve Jensen,2,"array([40.95992303, -9.50206106])"
755,891355572,0158 OSLO,146,GREGOIRE ASA,0,"array([ 3.87234208, -3.3485407 ])"
756,0,,1566,Frode Sigurd Berg,1,"array([ 5.61205668, -6.07834956])"
757,0,,3661,Marit Røed Ødegaard,2,"array([ 0.84875437, -0.13844021])"
758,0,,4390,Per Rune Reime,1,"array([ 4.90820303, -3.53568598])"
759,987316039,3970 LANGESUND,147,GRENLAND GROUP ASA,0,"array([-35.72291704,  27.73743831])"
760,0,,241,Anne Karine Stenshorne,2,"array([-36.17673966,  26.57902288])"
761,0,,1738,Gunn Marit Helgesen,2,"array([-36.49166903,  28.67711511])"
762,0,,1829,Hallgeir Skogen,1,"array([-36.92394147,  27.49920214])"
763,0,,2431,Jan Løkling,1,"array([-35.26849509,  28.8734775 ])"
764,0,,3202,Kristin Ankile,2,"array([-34.96041107,  26.78377569])"
765,0,,4737,Siavash Payani,1,"array([-34.51144636,  27.95541425])"
766,946598038,5004 BERGEN,148,GRIEG SEAFOOD ASA,0,"array([ -5.68709382, -20.78475113])"
767,0,,226,Anne Grete Ellingsen,2,"array([ -5.5006729, -18.3423031])"
768,0,,1909,Hans Hille Halvorsen,1,"array([ -6.78398503, -20.75076122])"
769,0,,1968,Harald Ingebrikt Volden,1,"array([ -4.7072797 , -20.30941299])"
770,0,,1971,Harald Johannes Karlstrøm,1,"array([ -6.13428415, -22.24981315])"
771,0,,2091,Helge Nielsen,1,"array([ -5.19899783, -22.1300687 ])"
772,0,,4795,Siri Hamnvik,2,"array([ -4.51098738, -21.41243857])"
773,0,,5192,Terje Ramm,1,"array([ -6.92141653, -21.74352182])"
774,963299850,3241 SANDEFJORD,149,GUARD SYSTEMS ASA,0,"array([-20.27406249,  47.71269362])"
775,0,,215,Anne Catrine Kleive-Mathisen,2,"array([-19.10806209,  48.07317857])"
776,0,,1279,Ellen Merete Kruse Brække,2,"array([-20.18324326,  48.92265513])"
777,0,,1548,Fritz Thorkil Rieber,1,"array([-21.51857535,  47.89674882])"
778,0,,4172,Øystein Elgan,1,"array([-21.20771746,  46.87230421])"
779,0,,4679,Roy Widar Furulund,1,"array([-19.55115645,  46.75877474])"
780,812206222,0164 OSLO,150,GYLDENDAL ASA,0,"array([-0.02541634,  6.72619259])"
781,0,,1761,Gunnar Kjell Bjørkavåg,1,"array([-0.58149324,  5.42265436])"
782,0,,1848,Hanna Kirsti Koch Christensen,2,"array([0.31387892, 5.38888837])"
783,0,,4792,Siri Birgit Teigum,2,"array([-1.02401402,  6.24276992])"
784,0,,4961,Stig Eide Sivertsen,1,"array([1.06580874, 5.93085871])"
785,0,,5560,Trine Syvertsen,2,"array([0.96874278, 6.89618078])"
786,988664839,0256 OSLO,151,H&Ouml;EGH CAPITAL PARTNERS ASA,0,"array([16.76894145, 51.27627332])"
787,0,,1826,Håkon Wibstad,1,"array([17.48514239, 50.39282997])"
788,0,,2017,Hege Buer,2,"array([16.08069375, 52.1745699 ])"
789,0,,3740,Mertine Evelyn Vice Holter,2,"array([15.90977811, 50.56256526])"
790,0,,4558,Roar Flom,1,"array([17.67123612, 51.97801707])"
791,912230252,0247 OSLO,152,HAFSLUND ASA,0,"array([ 9.18072922, 22.49268816])"
792,0,,1001,Christian Nicolay Brinch,1,"array([10.23456623, 23.69621821])"
793,0,,4096,Ole Ertvaag,1,"array([ 8.57047928, 23.44307114])"
794,0,,4404,Percy Henrik Mikael Lilius,1,"array([10.31852925, 22.73135974])"
795,0,,4838,Solveig Ekeberg,2,"array([ 9.35112984, 24.05147104])"
796,991192239,6092 EGGESB&Oslash;NES,153,HAVILA ARIEL ASA,0,"array([-39.46451486,   6.82451257])"
797,0,,638,Berit Sørland Wennersberg,2,"array([-40.51488641,   7.34720923])"
798,0,,2032,Hege Sævik Rabben,2,"array([-39.04483784,   8.16609389])"
799,0,,4652,Rolf Waldemar Karlsen,1,"array([-40.37945886,   6.063514  ])"
800,0,,5075,Svein Tømmerdal,1,"array([-39.13961608,   5.6603184 ])"
801,0,,5660,Vegard Sævik,1,"array([-38.31472361,   6.63838815])"
802,882811972,6092 EGGESB&Oslash;NES,154,HAVILA SHIPPING ASA,0,"array([-38.63091426,   9.50499344])"
803,0,,109,Anders Talleraas,1,"array([-39.7843408 ,   9.72623525])"
804,0,,2070,Helge Aarseth,1,"array([-38.95723142,  10.67665696])"
805,0,,2498,Janicke Westlie Driveklepp,2,"array([-37.67594724,  10.25535312])"
806,0,,4388,Per Rolf Sævik,1,"array([-37.55214576,   8.99052337])"
807,938992185,6002 &Aring;LESUND,155,HEXAGON COMPOSITES ASA,0,"array([ 5.96852495, 19.10808904])"
808,0,,1772,Gunnar Sten Bøckmann,1,"array([ 5.13571458, 20.09316272])"
809,0,,2297,Ingvild Vartdal,2,"array([ 5.73336817, 20.87791836])"
810,0,,3181,Knut Trygve Flakk,1,"array([ 6.78453672, 20.73759387])"
811,0,,5125,Sverre Narvesen,1,"array([ 7.07922848, 19.60913336])"
812,912685144,6230 SYKKYLVEN,156,HJELLEGJERDE ASA,0,"array([ -9.7291884 , -37.33643933])"
813,0,,850,Britt Hjellegjerde,2,"array([ -8.8112296 , -38.11338092])"
814,0,,3243,Kristine Landmark,2,"array([ -8.70572821, -36.75282614])"
815,0,,3273,Lars Andreas Buer,1,"array([-10.02765876, -36.16846377])"
816,0,,5437,Tore Gustav Drivenes,1,"array([-10.19632492, -38.40262138])"
817,0,,5617,Trygve Holtskog,1,"array([-10.91097184, -37.21792966])"
818,914904633,8514 NARVIK,157,HURTIGRUTEN ASA,0,"array([-18.58400789, -30.22500722])"
819,0,,68,Almar Nils Johan Markussen,1,"array([-18.91878688, -29.33995063])"
820,0,,1124,Edel Palma Storelvmo,2,"array([-16.83009693, -30.3684251 ])"
821,0,,1260,Elisabeth Johansen,2,"array([-19.88730246, -29.14745417])"
822,0,,1715,Gry Mølleskog,2,"array([-19.54367509, -30.45480791])"
823,0,,1741,Gunn Sissel Jaklin,2,"array([-18.97078835, -28.45910204])"
824,0,,2212,Inge Falck Olsen,1,"array([-20.33250494, -30.03742818])"
825,0,,2986,Ketil Arnesen,1,"array([-17.66623674, -29.99099472])"
826,0,,3014,Kirstin Lillevåg Mobakken,2,"array([-18.4888622 , -31.15722187])"
827,0,,3664,Marit Skog,2,"array([-18.01161403, -31.91212183])"
828,0,,4116,Ole Lund,1,"array([-19.17603718, -31.81854503])"
829,0,,5043,Svein Holbø,1,"array([-17.97817321, -28.75574723])"
830,0,,5372,Tor Bjerkan,1,"array([-17.13643554, -29.22410659])"
831,0,,5527,Torvall Arne Lind,1,"array([-19.99804952, -31.23626994])"
832,0,,5548,Trine Folkow,2,"array([-17.33197647, -31.16714777])"
833,974345315,3241 SANDEFJORD,158,HVAL SJOKOLADEFABRIKK ASA,0,"array([-7.54959621, 53.00365281])"
834,0,,262,Anne Sauro Hellsten,2,"array([-6.70630788, 53.82630208])"
835,0,,2894,Karianne Weyergang Marcussen,2,"array([-7.72981227, 51.84101374])"
836,0,,4911,Steinar Lindberg,1,"array([-8.72953245, 52.81353934])"
837,0,,5168,Terje Johan Wulff,1,"array([-6.49740863, 52.47437499])"
838,0,,5262,Thor Johan Østby,1,"array([-8.09514636, 54.04533507])"
839,986759786,2211 KONGSVINGER,159,IBAS HOLDING ASA,0,"array([27.61165952, 38.60560232])"
840,0,,727,Bjørn Arne Skogstad,1,"array([26.56271462, 38.54270579])"
841,0,,3220,Kristin Marie Nimsger,2,"array([28.07000732, 37.65173107])"
842,0,,4409,Peter Böhret,1,"array([28.21611625, 39.45941791])"
843,976846923,1330 FORNEBU,160,IDEX ASA,0,"array([ 18.58287425, -19.1890222 ])"
844,0,,1857,Hanne Høvding,2,"array([ 18.38731785, -18.01955414])"
845,0,,1995,Harald Voigt,1,"array([ 17.41360551, -18.8522747 ])"
846,0,,2582,Joan Kristin Frost Urstad,2,"array([ 17.79161976, -20.09110569])"
847,0,,2626,John Andrew Heap,1,"array([ 19.07717446, -20.25876144])"
848,0,,3850,Morten Opstad,1,"array([ 19.91211596, -18.77604947])"
849,858905192,0277 OSLO,161,IGNIS ASA,0,"array([18.82775865,  4.22707869])"
850,0,,785,Bjørn Mikael Broberg,1,"array([19.17007425,  3.0351611 ])"
851,0,,2117,Henrik August Christensen,1,"array([22.01786973,  3.74332669])"
852,0,,2903,Karin Magdalena Kvarnemar Gjefle,2,"array([19.83501452,  4.0367141 ])"
853,0,,3855,Morten Sundstø,1,"array([20.90717717,  3.34662077])"
854,0,,4163,Ove Gusevik,1,"array([14.4835403 ,  1.57398446])"
855,981999460,0160 OSLO,162,IMAREX ASA,0,"array([-9.40062812, -0.98799663])"
856,0,,984,Christian Due,1,"array([-10.19016385,   1.13887066])"
857,0,,2066,Helene Jebsen Anker,2,"array([-8.61764302, -0.76902501])"
858,0,,2270,Ingrid Elvira Leisner,2,"array([-7.46752966, -1.60438983])"
859,0,,2339,James Eugene Newsome,1,"array([-9.37801521, -2.28003008])"
860,0,,3408,Leiv Askvig,1,"array([-10.31064131,  -1.96686184])"
861,962007465,4065 STAVANGER,163,INDEPENDENT OIL &amp; RESOURCES ASA,0,"array([  7.5231266, -18.1044344])"
862,0,,501,Astrid Karin Svenheim,2,"array([  7.38694438, -18.78824712])"
863,0,,1257,Elisabeth Gunilla Andreasson Andreassen,2,"array([  8.72045923, -18.26057079])"
864,0,,1376,Erik Solheim,1,"array([  6.98236858, -16.76662295])"
865,0,,2374,Jan Egil Moe,1,"array([  5.97875089, -18.42676714])"
866,984277016,0668 OSLO,164,INFRATEK ASA,0,"array([ -3.85330668, -12.86408395])"
867,0,,1049,Dag Andresen,1,"array([ -3.47533233, -11.94605056])"
868,0,,1076,Dagne Hordvei,2,"array([ -2.6101151 , -12.80862242])"
869,0,,1750,Gunnar Gjørtz,1,"array([ -3.45160178, -14.1175819 ])"
870,0,,5211,Terje Walther Christoffersen,1,"array([ -4.46082366, -13.7496399 ])"
871,981125592,0180 OSLO,165,INMETA ASA,0,"array([ 24.51793928, -22.62081206])"
872,0,,1655,Gerd Charlotte Cecilia Amle,2,"array([ 23.3603952 , -22.32542515])"
873,0,,2034,Hege Skryseth,2,"array([ 23.90755223, -23.60909896])"
874,0,,4176,Øystein Moan,1,"array([ 25.60653291, -22.20548025])"
875,0,,4222,Paal Scheen Raaholt,1,"array([ 24.4258932 , -21.45661585])"
876,0,,5639,Ulf Ristebråten,1,"array([ 25.26412704, -23.53719137])"
877,989816128,0160 OSLO,166,INTERNATIONAL MARITIME EXCHANGE ASA,0,"array([-5.38601707, -1.53233711])"
878,0,,135,Andrew Scot Stephens,1,"array([-4.88533471, -2.83854149])"
879,0,,323,Arild Jæger,1,"array([-7.06682243, -0.77455078])"
880,0,,3582,Mari Borgen,2,"array([-4.30733946, -1.98403972])"
881,988247006,1366 LYSAKER,167,INTEROIL EXPLORATION AND PRODUCTION ASA,0,"array([26.73851495, 32.97920007])"
882,0,,632,Berit Kjøll,2,"array([27.53723077, 33.85841138])"
883,0,,1667,Gian Angelo Perrucci,1,"array([27.77659312, 32.50316961])"
884,0,,3504,Lourdes Patricia De Las Mercedes Guerra,2,"array([26.59654699, 31.80347826])"
885,0,,3686,Mårten Rød,1,"array([26.21337691, 34.00952855])"
886,0,,4572,Robert Blair Thomas,1,"array([25.58278192, 32.69914763])"
887,976094875,0250 OSLO,168,INTEX RESOURCES ASA,0,"array([-5.69856073, -0.19059216])"
888,0,,114,Anders Ulseth,1,"array([-6.60915332,  0.21406062])"
889,0,,1389,Erlend Trygve Grimstad,1,"array([-5.88968299, -2.64096053])"
890,0,,2155,Hilde Rolandsen,2,"array([-7.54737442, -2.81973805])"
891,0,,2855,Karen Helene Ulltveit-Moe,2,"array([-3.73577246,  1.21282232])"
892,0,,3036,Kjell Erik Almskog,1,"array([-5.11781093,  3.17139921])"
893,966343478,0260 OSLO,169,INVEST-SERV ASA,0,"array([-10.30431551,  33.98080743])"
894,0,,825,Bodil Marie Berg,2,"array([-11.29644853,  33.33227101])"
895,0,,5130,Sverre Tore Evensen,1,"array([-10.83905122,  35.06614083])"
896,0,,5383,Tor Fredrik Kielland,1,"array([-11.11485551,  34.20520789])"
897,980044750,7044 TRONDHEIM,170,INVIVOSENSE ASA,0,"array([  4.16316176, -33.66507365])"
898,0,,2046,Heidi Irene Blengsli Aabel,2,"array([  4.88209874, -32.56470507])"
899,0,,2729,Jonas Einarsson,1,"array([  3.80311918, -32.40373324])"
900,0,,2809,Jostein Vik,1,"array([  5.04161046, -34.51623003])"
901,0,,3024,Kjell Arne Ingebrigtsen,1,"array([  5.46291001, -33.49494678])"
902,0,,3820,Morten Eriksrud,1,"array([  3.08126224, -34.22381582])"
903,0,,5486,Toril Anita Nagelhus Hernes,2,"array([  2.99507483, -33.13477473])"
904,0,,5530,Tove Elin Nedreberg,2,"array([  3.92385722, -35.22292345])"
905,980250547,0855 OSLO,171,ITERA CONSULTING GROUP ASA,0,"array([ -2.65604407, -13.90928145])"
906,0,,4287,Per Andreas Boasson,1,"array([ -2.04760885, -15.02100714])"
907,979446276,0352 OSLO,172,KEBONY ASA,0,"array([-19.49770016,  21.66680385])"
908,0,,676,Birgit Løitegaard,2,"array([-20.41335829,  22.74924346])"
909,0,,2410,Jan Henrik Arvesen,1,"array([-19.11222849,  22.5784976 ])"
910,0,,3137,Knut Brundtland,1,"array([-22.38238736,  20.91395553])"
911,0,,5223,Thomas Christian Høegh,1,"array([-20.6749876,  21.6765391])"
912,976605713,1396 BILLINGSTAD,173,KITRON ASA,0,"array([33.82461738,  9.83837044])"
913,0,,393,Arne Solberg,1,"array([35.00025949,  9.83398321])"
914,0,,1730,Gun Lisbeth Gustafsson,2,"array([32.86097614,  9.17303979])"
915,0,,3868,Nerijus Dagilis,1,"array([32.90629672, 10.54303297])"
916,0,,4139,Olena Anfimova,2,"array([34.21579122, 10.94138457])"
917,0,,5289,Titas Sereika,1,"array([34.16013446,  8.70399595])"
918,982322049,0254 OSLO,174,KOLIBRI KAPITAL ASA,0,"array([-30.36800864,  25.80001598])"
919,0,,566,Beate Jelstad,2,"array([-31.68378483,  25.98326869])"
920,0,,935,Catrine Birkevold Liem,2,"array([-29.86187615,  24.4970847 ])"
921,0,,1196,Eiolf Jarle Stein,1,"array([-29.52453183,  26.87898707])"
922,0,,1460,Eystein Aspesletten,1,"array([-31.53808985,  25.05763695])"
923,0,,2236,Ingegerd Kleppen Rafn,2,"array([-30.38868707,  27.22089576])"
924,0,,2252,Inger Johanne Wiese,2,"array([-29.16511227,  25.14655397])"
925,0,,3151,Knut Grønvik,1,"array([-30.77691503,  24.48748057])"
926,0,,3534,Magne Myrmo,1,"array([-29.0104514 ,  26.06608572])"
927,0,,5265,Thoralf Granerød,1,"array([-31.26858198,  26.84943869])"
928,980213250,3241 SANDEFJORD,175,KOMPLETT ASA,0,"array([-6.39860512, 11.67287621])"
929,0,,21,Agnes Beathe Lindeman Steen Fosse,2,"array([-5.68757826, 12.54978408])"
930,0,,249,Anne Lise Meyer,2,"array([-7.00602076, 12.44689046])"
931,0,,583,Bengt Olof Thuresson,1,"array([-6.37008872, 13.77442914])"
932,0,,1310,Eric Sandtrø,1,"array([-5.76036765, 10.97570109])"
933,0,,4408,Peter Arne Ruzicka,1,"array([-6.60128651,  9.31647184])"
934,942593821,3601 KONGSBERG,176,KONGSBERG AUTOMOTIVE HOLDING ASA,0,"array([ 1.69050008, 21.89688319])"
935,0,,616,Bente Rathe,2,"array([ 1.3473684 , 17.29087381])"
936,0,,931,Cato Andreas Holmsen,1,"array([ 2.14006933, 25.85974836])"
937,0,,1046,Curt Willy Germundsson,1,"array([ 1.64852785, 23.43011259])"
938,0,,2822,Jürgen Kurt Harnisch,1,"array([ 0.87768771, 22.79004173])"
939,0,,3572,Margit Ulla-Britt Gunhild Fräjdin Hellqvist,2,"array([ 2.51153391, 22.96472894])"
940,943753709,3616 KONGSBERG,177,KONGSBERG GRUPPEN ASA,0,"array([-4.88425599,  6.35826227])"
941,0,,2643,John Giverholt,1,"array([-7.56010537,  6.9945904 ])"
942,0,,4752,Sigrid Benedicte Berg Schilbred,2,"array([-4.71550414,  7.56172131])"
943,0,,4791,Siri Beate Hatlen,2,"array([-7.70881865,  2.86207748])"
944,992366621,0278 OSLO,178,KRAMFORS ASA,0,"array([38.97045679,  2.27626144])"
945,0,,2194,Idun Heier,2,"array([38.95369139,  1.22789755])"
946,0,,3874,Nicolas Jacques Delaunay,1,"array([39.8843428 ,  2.77302873])"
947,0,,5762,Yrjö Matti Kalervo Julin,1,"array([38.12459341,  2.88790001])"
948,913661346,4355 KVERNALAND,179,KVERNELAND ASA,0,"array([-2.16736445,  2.94470727])"
949,0,,2521,Jarle Kjell Roth,1,"array([-2.32353996,  1.95527004])"
950,0,,2540,Jens Dag Ulltveit-Moe,1,"array([-5.42175458,  3.89878032])"
951,0,,3173,Knut Øversjøen,1,"array([0.83230297, 1.36390569])"
952,980187616,0165 OSLO,180,LABS2 NORGE ASA,0,"array([ 18.05874613, -36.13142101])"
953,0,,907,Carl Jonas Birgersson,1,"array([ 18.82990747, -36.861615  ])"
954,0,,2349,Jan-Erik Lennart Fiske,1,"array([ 17.02754517, -36.41220015])"
955,0,,2984,Kerstin Louise Folvik,2,"array([ 18.41841487, -35.12794274])"
956,975350940,5003 BERGEN,181,LER&Oslash;Y SEAFOOD GROUP ASA,0,"array([-21.92543422,  -5.23942303])"
957,0,,63,Alfons Louis Jozef Brusselmans,1,"array([-23.01446638,  -4.63345973])"
958,0,,2811,Joyce Eileen Swanson Falkenberg,2,"array([-23.12567797,  -5.82393314])"
959,0,,2967,Katrine Trovik,2,"array([-24.75127784,  -6.25388253])"
960,0,,5055,Svein Milford,1,"array([-22.18841733,  -6.49893005])"
961,891750382,0277 OSLO,182,LIGHTHOUSE CALEDONIA ASA,0,"array([17.61137166, 38.29865285])"
