# source, target, tip_text
1270,1271,"Got a LivingSocial coupon that would take care of $50 worth of food. Unfortunately, the food was so good & filling that we only satisfied $39 worth. So worth it! P.S. try the bacon wrapped dates."
1272,1273,Mojitos are great! You have to try one!
1272,2708,"happy hour rocks, check out their garden!"
1272,3634,"They have a bathroom, you just have to ask...they usually let you in."
1274,1273,Try the tres leches cake!
1275,1273,The live music here got this place CRUNK! (& I NEVER use that word.)
1275,3778,"Who the Hell changed the name of this place from \"
1275,3778,Buy my album The Death of Adam. The reviews were AWESOME! (Please refer to Google if you don't believe me.) ?
1275,5727,It's ALL about the Danish cheese. That is all. ?
1277,1276,Dip your balls in it
1277,1851,Bring a sword
1277,3653,Do blow in the bathroom with the security guard!
1277,4575,Don't sit by the front doors and avoid the fans. Those things are about to break and go shooting across the place.
1278,1276,Get the soy burger sandwich. Do it!! Best meal for under $5.00 anywhere!
1279,1276,Love the beef yakisoba when it's time to crab load.
1279,2713,great food at good price; really enjoyed bowl of chicken curry and rice; on a cold night the miso udon soup hits the spot!
1279,3301,Great chocolate cake
1279,3784,Chilean sea bass and Spring rolls were outstanding. Wild striped bass 'delicious'
1279,5642,Very good (and good sized lunch portion) pad see ew with beef.
1280,1276,"i used to love this place when it was on St. Marks, maybe my taste buds changed, but i just could not eat more than one bite this time"
1280,1862,try the Steve roll
1280,1862,the best sushi lunch special on upper east side
1280,3900,The bread bowl soup and the belgian hot chocolate
1280,4081,Strawberry Cachaça simply the best
1283,1282,Doug and Creighton are the best bartenders i've seen in a long time! (via Scoville)
1284,1282,THANK YOU PJ CLARKE's...for a turkey burger worth the $!
1285,1282,"Order the crab cakes, I implore you!"
1286,1282,"good happy hour spot. and if you're eating here, try to snag one of the corner booths in the middle room"
1286,1519,Split a grilled cheese from Lucy's Whey with a friend and enjoy it with a cup of soup from The Lobster Place.
1286,3676,Momofuku Milk Bar recently launched a new soft-serve flavor: red velvet
1286,4344,Order a panini and a cappuccino and you'll be happy
1286,5378,"Go with a group so you can say, \"
1287,1288,"Great hangout place. Get a beer, not a mixed drink. I prefer Guinness."
1289,1288,service STILL sucks. food still very edible.
1289,3647,The cheapest office space a freelance writer could ask for!
1289,4008,They added a shelf by the register. Great shelf.
1289,4017,If you're SINGLE and eating alone it might be hard to make it to their bullshit $20 card minimum. Better off at Park Slope Ale House around the corner.
1289,4776,"Waiting 45 minutes for a burrito at lunch with only one other customer is reasonable, right?"
1290,1288,"This is the PARK SLOPE ALE, great bar, great serves, and good food"
1290,1288,"Kristin is the best bartenter around, always friendly and gives great serves, the food here is good too"
1291,1292,Chicken Phad Thai and Shrimp Fritters! Mouth watering!
1291,5885,Ask you can drink brunch is absolutely amazing. The food is GREAT! Sunburnt Calf is definitely a winner!
1293,1292,The pad thai lunch portion is huge!
1293,3148,Peanut curry with sticky rice. So. Good.
1294,1295,If you want the Spaetzle you'll have to go there Tuesdays and Thursdays. Apparently there's limited availability on a traditional German side dish at this supposedly German establishment.
1294,3220,The chicken souvlaki platter is awesome
1294,5264,"Try the Cheeseburger with Lettuce, Tomato & Mayo - Awesome! (via @Foodspotting)"
1294,5614,If you have a movie to catch be sure to let the wait staff know and they'll do their best to get you out before previews roll
1296,1297,Strongest margarita I've ever had outside of charlie sheen's apartment.
1296,1492,They microwaved the enchiladas.
1296,1576,Ask for Ruen to make you a margarita..
1296,1657,"Food's not very good, but at least it's pricey."
1296,1754,"This is a Ft Greene\/Brooklyn 'see and be seen' type of spot. Go before 4pm if you can and snag a spot in the shade. It gets packed and somewhat obnoxious come evening-time."
1296,1754,W M likes to check in here when its not even open in an attempt to steal the mayorship. Tacky.
1296,1887,Its pronounced 'Ching-Dow'. (Tsingtao)
1296,2026,Definitely a surprising gem in this part of BK. Would be a great place to take a date on a night with live music...
1296,2026,Definitely a surprising gem in this part of BK. Would be a great place to take a date on a night with live music...
1296,2084,"You can spot neighborhood notables like actor Jeffrey Wright often hanging out here, playing on their Macs."
1296,2084,"Pet puppies, all day, urrday."
1296,2084,Site of one of the most epic mayorship battles in Ft Greene history..
1296,2213,"Great happy hour menu, awesome bathroom. Nicer than my apartment. Seriously. *sob*"
1296,2554,Why the he'll do they play this awful technology music all the time?
1296,2573,"The Pork Shank (Stinco!!) was great, very tender and delicious. Meatballs were tinier than expected and riceballs were larger, both were good but we were surprised they didn't come with any sauce."
1296,2576,Coney Island pilsner is great with chilled spicy noodle. Manager Sam is good people.
1296,2721,Love this place. Great vibe.
1296,2736,I like the place but something is hinky with their internet connection I can never get mt windows 7 pc to connect properly
1296,2756,"Great food, lousy (table) service."
1296,2756,"OK..been almost a year since ive been back here, so i feel i can legitimately say...still the worst service ive ever had in BK. Great food! Just inattentive service"
1296,2756,"OK..been almost a year since ive been back here, so i feel i can legitimately say...still the worst service ive ever had in BK. Great food! Just inattentive service"
1296,2768,"Margaritas may be small, but they pack a punch..."
1296,2768,W M likes to check in here when its not even open in an attempt to steal the mayorship. Tacky.
1296,2836,I don't even like bacon that much and the BLT here is one of the best sandwiches I've ever eaten
1296,2945,"Mediocre food, but at least the service is bad."
1296,2982,"Like the Alibi across the street, very bad cell service in here."
1296,2982,They actually will still do take out. You just need to ask nicely :)
1296,3314,"My new fav cheap\/good\/fast food spot, besides National of course."
1296,3658,"Look in the garage area, at the ledge up top, there are a bunch of random stuffed animals lining it. Are they the protectors of the tortillas?! Someone please explain this."
1296,3674,Best Pad See Ew in Manhattan. Period.
1296,4406,Six dollar lunch special is a great price for pretty good food.
1296,5268,"I like the food and drinks, but they play their music on some sort of odd, reverby EQ setting that is very distracting"
1296,5549,"I feel bad for the staff, the patrons are some of the rudest, ungrateful non-tipping d-bags I've ever seen."
1298,1297,"Shrimp Ticul: not for beginners, very hot, but SO good!"
1299,1297,"Mojito's rock. As does the shrimp chipotle and the Cuban burrito. Happy to go tio a rowdy fun, restaurant"
1300,1297,"It's true: Tried the shrimp Ticul and it put my mouth on fire even after asking for it to be bumped down one notch on the spicy scale. If you like spicy, you'll LOVE it"
1301,1302,Get the duck magret but ask them to leave out the rosemary
1301,5786,"Great sandwiches, and great prices!"
1305,1304,"Get the tater tots with cheese, thank me later."
1305,1304,There's a Twilight Zone pinball machine downstairs by the bathroom!
1307,1306,The coffee here is amazing. They need to open one in Staten Island! Yummy!
1308,1306,Regular coffee packs quite a punch.
1308,4835,Not too crowded in the morning rush hour
1310,1309,"Pretzel crossiants and hot cocoa. So over priced, so worth it"
1310,2638,Get the beastmaster pizza and check out their death metal-esque t-shirts. Best place ever!
1310,2642,Best coffee in the world. Buckwheat scones are dope.
1310,4681,"Suzita salad is amazing. Feel a little weird being here sans child, but the food is super good."
1311,1309,Just committed chococide with hot chocolate and chocolate chip cookies.Took two days to recover. Recommended.
1311,4758,"You could throw a dart at the menu and come up with something really good. I've had everything, from the crispy duck salad to the scallops - and always with a happy result."
1312,1309,"The most decadent chocolate chip cookies in the city, bar none. Abandon your diet, just for a day, and indulge."
1312,1423,"Don't be afraid to ask for your check - if you don't, they may never bring it!"
1312,1826,"Great bagels, but weak coffee. Beware of the VERY long weekend lines."
1312,2126,The bacon here is at least a quarter of an inch thick - a must at brunch! They also brew delicious Stumptown coffee.
1312,2259,Inefficiency at it's finest. Breakfast sandwiches can easily take 20+ minutes even with no line in sight. Astonishing idiocy.
1312,2385,Eat everything in sight.
1312,3362,Surprisingly amazing fries.
1312,3492,"Fantastic, reasonably-priced Mexican...try the Plaintain Purée!"
1312,3902,Stick to the espresso drinks; drip coffee is a bit weak.
1312,5819,The cookies here are nothing short of epic. A must.
1313,1309,These cheese rule!
1314,1309,Organic vanilla yogurt with lots of birdbath granola and honey.
1316,1317,Try the German Chocolate (via @Foodspotting)
1316,4352,Try the Philly Cheesesteak (via @Foodspotting)
1318,1317,"Their coffee and iced coffee is amazing, plus you get to smell the sweet scent of ice cream while your there. People are always happy when they are getting ice cream."
1319,1320,Enjoyed sour cherry spritzer and the chicken paprakash. Pork loin is smoked so resembles a super tender ham slice.
1321,1320,Goulash night has gone up to $7 but there are some new menu options!
1321,4337,"At night, it turns into a cute new wine bar \/ restaurant called \"
1323,1322,"Pass the 2 hour wait by bringing the Times, getting coffee and a scone, and watching the staff at the empty coffee place across the street wonder what they're doing wrong."
1323,2078,"Sweet tea (and yeah, chicken biscuit)."
1323,2078,"There's lots of great food here, but you should only order the chicken biscuit your first 20 visits. Until Chick Fil A gets its act together and opens a real store in NYC, this is as good as it gets."
1323,2138,"Possibly the best fried chicken in all of New York City, but the biscuits may outshine it. Get the cheese grits in the morning and the mac & cheese in the afternoon. The chef is from Virginia."
1323,2544,"The family style dinner option is like nothing I've ever seen anywhere else in New York. Get a group of friends and feast on more fried chicken, ribs, mac & cheese, and collards than you can handle."
1323,2697,Some of the best fried chicken in the city and the best I've had in Manhattan. The shrimp and grits also rate a try. The chef is formerly of Commander's Palace in New Orleans so you know it's real.
1323,2721,"Grey Dog is the best place in the neighborhood to eat or grab coffee. Great food, cool staff, and they manage the tables well so half of them aren't filled with people working on their resumes."
1323,2993,Call before you come. It's closed on all kinds of random days and all summer.
1323,4617,"Go with the Pesto Chicken Paradise w\/ Sherry Shallot Vinaigrette. Tell them to go light on the dressing though and don't mind the line. It moves quick - though Miguel needs to relax."
1323,5289,Pizza's solid but make sure you start with the prosciutto. Enough for 2-3 people as a starter.
1323,5306,"The don't take American Express, unfortunate."
1324,1322,I crave their cookies on a daily basis.
1324,2731,"Very sweet staff, tasty sandwiches, great teas."
1324,3676,there should always be potato chips and ground coffee in cookies. ALWAYS.
1325,1326,"Tuesday salmon specials! Rolls or sashimi, everything!!"
1327,1328,"Guinness and a Jameson, please. Hangover in the morning."
1327,1328,"Lou, Kyle doesn't know how to make a pickle back. Go play with your pickle on your own time."
1327,4797,The coffee is worth the wait. The mocha kicks ass.
1329,1330,Best. Guacamole. Ever.
1329,1380,"Double Stack, cheese fries & a beer, baby. Nothing beats it! Best burger in New York City."
1329,1790,Hands down the best tequila selection in NYC. BOOM.
1329,2020,There's an awesome and affordable prix fixe dinner (around $30). Try the Wasabi Crusted Filet Mignon and Crispy Tuna Sashimi. Incredible.
1329,3349,"Sat\/Sun: Awesome brunch w\/ $6 unlimited frozen margaritas. Fun, lively crowd and DJ spinning retro jams!"
1329,4330,"Favorite item: Grandaso Taco Salad with Grilled Chicken. Simple, but perfect."
1331,1330,Tomatillo salsa is the bomb digity.
1333,1332,Stick to the basics: get the #26.
1335,1334,Get the gal bi
1335,2523,Lox are tremendous. Great quick breakfast on Madison Ave
1336,1334,Great lunch specials including naeng myun (both broth based and spicy) and seaweed soup with tons of mussels. Super Korean!
1337,1338,"The best Korean in ktown!! Their soon du bu rocks, get it extra spicy. Love the naeng myun too!"
1337,3990,The choco frosting with toasted coconut cupcake is the best
1339,1338,I am the only white person here. And the bathroom stalls are see through
1341,1340,Seriously. It's like when you have an empty cupboard of food and experiment with what's left... Highly disappointing!
1341,1962,Generous breakfast portions. Not for faint-hearted!
1341,1982,Mussels frites.. WTF? Why not mussel fries - its Moules Frites!
1343,1342,Bring cards and your own beer. The wait is long but so worth it!
1344,1342,"Great Pizza, but $5 a slice!!!! The Pope would have to make it and serve it !!"
1344,5692,"great selection, of everything, but you have to get there early to beat the lines !!!!"
1346,1345,I love this place! The scallops are bomb!
1346,2197,Great atmosphere! I love it!
1346,2963,Great atmosphere! I love this place!
1346,4167,I love their shrimp alfredo!
1346,4553,Lobster bisque are heavenly. And free potato chips!
1347,1345,Spicy tuna bowl! Fried squid legs! Beef tongue yakitori! Just do it.
1347,2771,This Malaysian girl approves of the nasi lemak!
1347,2815,"Mango, mochi, strawberries and a scoop of the milk chocolate crunch (extra 50c). Just trust me."
1347,4002,Lamb and veg pie. And a sausage roll. Brings me back to my old tuck shop of high school days.
1347,4031,Karaka miso ramen is a must-have. Rich broth with a spicy kick.
1347,5162,It would be a sin not to order the sticky honey wings.
1349,1348,NYCs #1 Friday Urban Party !! LADIES Always FREE before Midnight and reduced after. Just say you on Belo's List @ the door. www.BELOPARTIES.com
1351,1350,best burgers in new york try the bronte
1353,1354,"One of our favorite neighborhood standbys. Steak and fries or skate almost every time, though also incredible chicken (yes, chicken). Must start with escargot. (3 of 4 petals via Fondu)"
1353,1932,Come for the lobster. Stay for the muzak.
1353,1932,Try the lobster and spot it on Foodspotting!
1353,3578,Great lamb tortellini for lunch. Solid crostini ftw. (3 of 4 petals via Fondu)
1353,5788,"One of the best tasting menus in NYC. Or, well, anywhere. (4 of 4 petals via Fondu)"
1356,1355,Lamb shank was really good (3 of 4 petals via Fondu)
1356,3246,"Haryali Chicken, Tikka Masala and Garlic Naan was very yummy"
1359,1360,Stay away from the south side of the restaurant. It smells like a sewer.
1359,1564,Get the buttermilk biscuit.
1359,1943,The most beautiful women in the LES come here.
1359,2278,If you order a salad make sure you ask for dressing since they always forget to give you some.
1359,3033,"As good as the coffee is here, don't come after lunch. Been waiting for 15 min with no end in sight."
1359,3033,The coffee is amazing. The customer service sucks. If you're in a hurry don't come here.
1359,3200,Best sushi in BK by far. Don't miss the TNT Lover Roll.
1359,3319,"Since you're near siggy's good food, swing by for the best smoothies and juices in Brooklyn. All organic."
1359,4753,If you have a few extra minutes be sure to enjoy your coffee on the deck out back.
1361,1360,"This place is amazing! From appetizers to dessert to service, everything was perfect! Recommend the ginger rice as well as the shrimp&pineapple app!"
1361,5260,Yummy pad thai and mojitos.... Skip dessert!
1362,1360,Try the vietnamese springrolls .. simply brilliant!
1362,5576,Try the filet mignon at the bar
1363,1360,They have the best Salmon tartar! The avocado is so ripe & sweet! Everyone here seems so happy...I luv this restaurant.
1364,1360,"Try hum Rum with the Cherry-Yuzu Soda, it's a ginger-cardamom-hibiscus-Kaffir lime infused rum that is like bottled Spice Market"
1364,1360,Hum Rum is Spice Market in a bottle
1364,1990,Try a Margarita with a float of hum. They ROCK!!
1364,2901,"Try a hum punch or come to our Punch Lab Sunday, May 15th, 3:30-5. http:\/\/events.constantcontact.com\/register\/event?llr=bfatvmcab&oeidk=a07e3ulg6b9d1d99a23"
1364,3289,Try their Mojito with Banks 5 Island Rum and hum. Delicious.
1365,1360,Try the Papaya Salad - Love this salad #vegetables #papaya (via @Foodspotting)
1365,1636,Celebrating my mom's 60th Birthday with the family.
1365,1987,Pumpkin tortellini is one of the best in the city.
1365,1987,"Parmigianno regiano w\/aged balsamic & pears is great starter."
1365,2564,Come here for consistently good Thai food. It's always packed.
1365,2709,"Gruyere w\/caremelized onions is amazing (& good brunch sandwich after a late night). Get it on the country bread."
1365,4073,Even when this place is virtually empty you wait forever.
1365,4120,Best Combo: original + Graham cracker crumbs + strawberries + dark chocolate chips
1365,4557,"Come here for great thai food. Try the noodles w\/peanut sauce, but everything is great. Cash-only is a bit of a pain tho."
1365,5822,"Steamed Ginger sea bass w\/ glass noodles is yummy!"
1367,1368,HIGHLY recommend the Spiedino di Mare. Simply amazing. But remember it's CASH ONLY.
1367,1900,Come between 5-7 for $3.50 Coney Island Lager beer. Great deal!
1370,1371,This location is cool but 47th street is cooler. Say hi to Pam!
1370,3284,decent place....long waits at night. pricey...but fun for lunch.
1370,5013,go there.
1370,5013,Bring coffee to Joey's Apartment...thanks!
1370,5546,Matador combo...hands down...best deal. Share with 1 (maybe 2?) other people. Get the sangria... it's pricey but strong and good!
1372,1371,Steamed Thai dumplings. Green or Red Curry. I always ask for extra Bamboo shoots. Say Hi to Pam. You'll have to leave Manhattan for better Thai food.
1372,1506,Raspberry Lemon trifle was transporting. Cake in cup nowhere near as good.
1372,2126,"Their sandwiches are awesome. Amazing bread. For dinner, for any time. Pasta is good, but I pine for those sandwiches."
1372,2343,It seems like I'm obsessed with Baklava lately. Here you can choose from Turkish or Greek. Plus choose from practically any food on earth. You can visit this store 100 times and still discover more.
1372,3281,This place is good but there are other good places around here so explore!
1372,3405,Small servings. It's ok but too pricey.
1374,1373,French toast and mozzarella sticks are amazing!!
1374,1671,Wok flashed tequila shrimp is the bomb. A staple on their menu for years - definite must!
1375,1373,"I've been going there for more years than I care to admit and it hasn't changed a bit... Same great staff, same good food :-)"
1375,5162,Love this place... The midtown one is good too!
1377,1376,Try the Banana Trifle!
1377,1652,Lychee fried rice is exceptional!
1377,2435,The grapefruit juice tastes like paint and they take the liberty to round up the bill for you if you pay by credit card.
1377,3353,"Oh, I love the red bean slush. Add grass jelly and it just gets better."
1377,4689,Best roast pork in Chinatown and so cheap!
1377,5934,Lots of Asian women drivers in the tight parking lot. Beware!
1378,1376,Mass produced desserts... You'd be better served going to Cosco. Don't fall for the hype.
1381,1380,Best hamburgers in the city- Shack Burger!
1382,1380,Concrete jungle shake is ridiculously awesome!!!
1382,2434,"Get the Cuban sandwich, it's delish!"
1382,2701,Power outlets are hard to find here
1382,4167,Chicken Parm gyro
1383,1380,Go hard or go home - get the Shack Stack!
1384,1380,"Finally went here for a Shackburger and cheese fries, and it definitely lived up to all the hype. I plan to go back and try everything on the menu."
1384,1743,Best BBQ I've found in NYC so far.
1384,2445,"2nd best BBQ place I've found in NYC, and I'm a girl who loves her meat. Try the pork belly, it's mouthgasmic. Would be 1st, but Daisy May's has better (and more) sides."
1384,2635,"Love this place, and that it's never crowded. Get the Rendang Pedang (the beef is perfectly tender) and the Roti Canai."
1384,3125,You don't have to go to Paris to find good Macarons... you just have to go here.
1384,3275,Great atmosphere and the friendliest staff. Get the African Roadrunner. It's the best Ostrich fillet you'll ever have. The cocktails are wonderful too.
1384,3462,"Went here for dinner with a friend. Everything we ordered was perfect in every way. Can't remember the name of the entree I had after a bottle of wine, but I do remember that it melted in my mouth."
1385,1380,Try the Shack Burger and spot it on Foodspotting!
1385,2620,"The guac trio is amazing, a must have!"
1385,4291,Great create your own salads!
1385,4863,The Steak Frites is amazing! Order it!
1386,1380,"sit outside with your doggy,they're super pet friendly and even have a doggy dish on the menu!"
1386,2778,"Monday nights are 1\/2 price on bottles of wine."
1386,2778,"They love dogs, bring yours and sit outside."
1386,2948,"Great for breakfast meetings in mid-town, lots of space, great coffee & service."
1388,1387,Excellent place to do some work and enjoy a hearty meal. The chicken fingers with honey balsamic sauce is great!
1388,1462,"Omelette with Goat cheese is amazing. Plus, Pierre the bar tender is badass"
1388,2589,Definitely worth the return visit. Brunch is amazing and relatively inexpensive. Egg dish combos with great options
1390,1389,Try Steak tartare!
1390,3473,Order by phone before to go to take your food. Too small to wait inside.
1390,4736,Free wifi ;)
1391,1389,Love the Eggs Benedict I just had. Fresh brewed coffee is deelicious
1392,1393,Real meatballs and chicken parm. Amazing white sangria.
1395,1396,"Go to Brick Cafe and get the burger with mushrooms and cheddar. If the blueberry bread pudding is one of the dessert specials, get it."
1395,1787,Sweet Corn Pancakes are great
1397,1396,"4-cheese burger w\/truffle oil is out of this world. Outdoor seating is nice. Service is great."
1398,1396,"Amazing, amazing brunch. Get the omelet with smoked salmon and tomatoes. Great olive spread as well."
1398,2377,Roasted turkey sandwich. Raisins are a nice touch. They're really raisin the bar here.
1398,4932,"Not that great IMO. Pretty tasteless omelet, although decent coffee. Wouldn't recommend."
1400,1399,"if you spot @jsamps here, make sure he's using utensils and not his hands... Again."
1401,1399,"Bring cash, and more than you'd think."
1401,1902,The omakase is very pricy but more than worth it. By far my best sushi experience outside Japan.
1402,1399,Great exp during the day - food & service excellent & great community vibe. But went after 11pm (it's open all night) & staff quality abysmal; took 2 hours in empty bar to order some nachos & pie.
1402,1809,"Fodors recommended as a 'cheap eat', & then ordered Chilli Crab not realising that it would rocket the bill (!) - but it was worth it. Pork belly & watermelon too - who knew? So tasty... :)"
1403,1399,Lunch with @topbrassvodka
1403,5349,Best coffee for a cold sunday morning
1404,1399,Take a photo
1405,1399,"Good food, lovely service."
1405,3674,"Definitely some of the best Thai food in New York ...good value, large portions and the staff are totally on the ball. Enjoy!"
1406,1399,"Amazing brunch with a great view of the water & Brooklyn\/Manhattan bridge! Try to get the specials! Had the beef flank benny - amazing! The Huevos and sausage are yum & get a watermelon lemonade!"
1406,1790,"Love love love this place. Great atmosphere, service & food. Margaritas are crazy good! Try the ceviche Acapulco (best ever!), quesadillas, octopus tostadas, the ribs and the plantain chips!!!!"
1406,2024,Lovely French bistro! Have brunch on the patio! You get a delicious basket of pastries. Great cappucinos & the eggs Benny was delish. Make sure you get the homefries!
1407,1399,New pie(today!) Maple Pecan
1407,2155,Try the Apricot Rosemary Bar - two great tastes...
1408,1399,The peanut butter and chocolate pie is amazing!!!!!
1409,1399,"Good bloody Mary, great gazpacho, but the salmon nicoise salad had too mug food on the plate! Everything would have fallen of had I tried to cut it. (the salmon was good tho)"
1409,4738,Very crowded right now. 50 min wait for four.
1409,5399,Pepperoni and hot pepper pizza is the best!
1409,5399,The pepperoni and hot pepper combo is awesome!
1409,5616,Lousy wheat pancakes.
1410,1399,great breakfast in TriBeCa
1410,2928,Breakfast on the UWS dis is da place!
1410,3131,Didn't realize this was so close to my office
1410,5822,Great place...inexpensive lunch
1411,1412,"Have the healer chicken soup - good for the soul, esp on a cold day"
1411,1653,Everything on the brunch menu goes perfect with one of their Manmosas.
1416,1415,Lamb balls. No. Really.
1416,1636,I die for their sea urchin panna cotta.
1416,1657,Best Margaritas in Brooklyn
1416,2144,2 hour unlimited bloody mary brunch special. FTW!
1416,3120,Green tea margarita is amazeballs.
1416,3672,The wasabi made me cough. Well done.
1416,3988,Word to the wise: ask them to crack the lobster lest you want to get sprayed in the face.
1416,4279,Best pad Thai I've ever had. Ask for a side of hit sauce.
1417,1415,"20$ all you can drink for 2 hours. Best pre-game \/ dive bar date spot"
1417,2197,One of the weird dipping sauces Ryan is. Referring to is the amazing basil mayo.
1417,2387,There's usually a wait and the place is small and loud inside but its worth it for those banana cream cheese stuffed french toast and goat cheese pesto scrambled eggs.
1417,3676,That crack pie is something serious. Most things are very rich. Order water.
1417,5477,"I am a big fan of their burger. However, if you like it medium, order it medium rare. They're half a grade off usually."
1418,1415,flirt with the Australian bartenders; love their accents.
1418,1415,Go Mondays for $5 burgers and get the steak sandwich. Wash it down with a $5 Australian beer.
1418,1590,Get the Arepas Benedictos with salmon for $13.95 brunch.
1418,2570,Order the cheeseburger. Get onion rings instead of fries.
1418,4197,"Half-off sushi all the time, and it's frickin good sushi. Go after 10 pm for 50% off beer and sake."
1421,1420,"Best croissant I've ever had. The coffee isn't great, but the refills are free. My absolute favorite place for studying and peoplewatching."
1422,1420,When do I leave the Upper East Side? When I know Columbia University cuties (like our caffeine-addicted friend D) await me at the other end of the long journey West. I have priorities!
1422,3520,"Your hair will smell like onion rings when you leave, but it\u2019s still the go-to spot for S and B to do business\u2014like planning the Kiss on the Lips party."
1422,5100,SushiSamba 7Check out this romantic place with bangin sushi - I love it! Took Emilio there. - Snooki
1426,1427,Fantastic food and service. Highly recommend for authentic Italian experience in Little Italy!
1426,2130,"The Lemon Chicken is gorgeous. Plus the desserts are to DIE for, honestly get yourself here if you haven't already. :)"
1428,1427,"Food OK, but the 20% service charge is not reflected in any of the service they provide, like the $30 dlls house wine, warm bread served only once, or just 2 waitersfor the whole restaurant. Don't go."
1429,1430,Karaoke is such a great time here. Be sure to bring the black card.
1429,3475,"First time at this restaurant? Order the miso cod. If you want to get the tasting menu, they can substitute the cod for the ikura or burger."
1429,3676,Try the cereal milk flavored frozen yogurt.
1429,5378,Get the vegetarian tofu summer rolls as an appetizer. They are light and tasty.
1432,1431,get the chowder with little neck clams and pork belly. mmmmm.
1432,4954,"If that little lobster roll doesn't fill you up, add a clam chowda -- it's delish."
1433,1431,Try the dark and stormy!
1433,3678,Great place- take the seats in the window for some fun people watching- fyi cash only
1436,1435,"Lovely Place, Good food!"
1437,1438,It's like Philadelphia away from home. Gotta love Philly fans that live in NYC.
1437,5979,"Pick up Iron Chef Jose Garces\u2019 signature coffee, small-batch roasted in nearby Lambertville, NJ."
1437,5979,"Celebrity chef Jose Garces is as serious about coffee as he is about his food so it\u2019s no surprise that the signature roasted beans at Garces Trading Company lend themselves to a memorable French press"
1439,1438,Brought some friends to my favorite Cheese steak place in NYC. They were amazed. I want another chicken wid wiz right now.
1439,5194,have the burger stay for the rum raisin
1440,1438,Fried pickles.
1440,2014,Do the brunch. Drink a lot. The biscuits and gravy are pretty good but they use turkey sausage. Real pork sausage would be better.
1440,2325,Try the onion rings. They are great.
1441,1438,The foods' kinda crappy...stick with the drinks!
1441,2150,Yep...i am TOTAL AGREEMENT with the Black Flower movement!
1444,1443,Family Style dishes...so don't over order! . Make sure one person is delegated to order for the group its less confusing! They accommodate large groups of 15 or more! Great service!!!
1445,1446,"The service is not good, the place needs a food makeover asap.....horrible food presentation...disappointed."
1445,5223,chicken lettuce wrap rocks
1447,1446,"Don't be fooled by it's location or it's look, it truly is nothing more than a pricey late night diner with a nice view."
1447,2717,"The employees have no communication skills, you may have to order 3 times with 3 different people. A joke. Worst Starbucks I've ever been to."
1447,4047,"Great food, but the service kinda blows."
1447,5598,Horrible service. Slow service.
1449,1450,The Fish and Chips are very tasty...a great atmosphere!
1451,1450,Irish breakfast rocks!
1452,1453,Hockey night in NYC Every Saturday!
1452,1453,Canadian grey cup game party! Thanksgiving Sunday!
1452,5252,"Best lunch deal in dt\/Tribecca 5.95 home made soups and salads. So fresh, so tasty!"
1454,1455,Go for happy hour $5 peroni and $6 wine..nice outdoor seating.
1454,1566,Great carrot cake cupcake!
1454,2895,Tasting menu is a steal. Bread Basket=AMAZING.
1454,3860,Lunch buffet is a bargain at $10
1454,5252,Don't skip the fresh mozzarella or the daily soup specials. Homemade ravioli is amazing!
1454,6091,Late night fish tacos are delicious-spicy sauce on the side.
1456,1455,Unwind events happen twice here! 50 plus people and they don't seem to care to have us back. No management of customer satisfaction !
1456,2058,Ask to eat family style for 4 or more... It's a great treat!
1456,2782,If you are a regular customer Rueben remembers your order and has it ready!!!
1456,2782,Steve the manager is awesome. He knows how to keep the line moving and great at client interaction.
1456,2782,"Cobb Saled w\/ Chipolte Vinagrette... Awesome!"
1456,2782,Steve's the manager that keeps this place spinning like a top... Great client services.
1456,5551,Steamed pork buns are a must!
1456,5743,Chicken soup greasy but good!
1457,1455,Great for a pre-dinner Martini or a late night tipple.
1457,4477,Service is so S-L-O-W....
1457,6274,Lovin' the restroom doors that auto unlock when exiting...it's all about the detail.
1458,1455,Average food. Great ambiance. Give it a shot.
1458,1936,"Can't get any cheaper and better. Tasty food, great people."
1458,2054,No.4 with goat cheese is awesome.
1459,1460,"Get the Rigatoni Special. Holy crap, this stuff is good."
1459,4956,"Not great, but good."
1463,1462,awesome moroccan and cheap!
1463,1549,good for brunch
1463,2078,makes me not miss Chick-fil-a so much
1463,2117,best fancy burger in town
1463,2767,best authentic Mex
1463,3578,one of my favorite Italian places
1463,3676,three words: birthday cake truffles
1463,4407,"Delish tofu soups, best in Ktown"
1463,4797,the only coffee that wakes me up
1464,1462,"The Gold Rush is amazing. Maker's Mark, lemon and honey."
1464,3181,The sea urchin potato gratine is mind-blowing.
1465,1462,Mmmm moroccan meatballs!!!!!
1465,3243,No the vegan crepe was disgusting. It came on wheat bread and they messed up our order twice.
1466,1467,Great atmosphere! But pretty crappy service and the food is so-so.
1466,4924,"Pretty bad service, overpriced and not-great-but-not-too-bad-either food. Very nice atmosphere though."
1469,1468,razor clams. yummm
1469,2005,their pigs in blanket are to die for. and French martinis!!
1469,2267,oyster fois gras and that tofu appertiser. and I've met him every tome I went!!
1470,1468,Love the calamari po-boy sandwich. So tender
1470,1549,"Great food, cool vibe. Bad server last night who could not be bothered with us. Literally ran away from the table in the middle of a drink order. Heads up service is part of the experience. I'm done"
1470,2898,Order anything and you won't be disappointed. Seriously fresh and well made. It's a long wait but most things that are good take time.
1470,3421,Crab Cake burger is fantastic!
1470,3848,"Such a friendly atmosphere. Honestly everything here is delicious. Natural, organic and local how could you go wrong."
