# index, pid, community, size, pos, leamer, name, _pos
364,5513,0,15.2939453125,"array([2692.54272461, 2568.57531738])","Woven plain >85% polyester+cotton, <170g/m2 unbl/blch","#33cc00
","array([ 6.21401351, -1.59002817])"
365,5514,0,15.101318359375,"array([2666.43859863, 2563.63378906])","Woven plain >85% polyester+cotton, >170g/m2 unbl/blch","#33cc00
","array([ 6.2118991 , -1.57278431])"
366,5807,0,15.01416015625,"array([2744.00610352, 2503.04443359])","Label, badge, etc, of woven textile not embroidered","#33cc00
","array([ 6.13688321, -1.53643581])"
367,8441,0,15.772216796875,"array([1532.01660156, 2306.72290039])","Cutting machines for paper pulp, paper or paperboard","#299fff
","array([ 6.37099313, -1.99652635])"
368,8308,0,15.22998046875,"array([1664.2668457 , 2393.85888672])","Hooks, eyes, eyelets, for clothing, footwear, bags et","#299fff
","array([ 6.24856751, -2.09740919])"
369,7211,0,15.888427734375,"array([1840.12915039, 2523.73095703])","Hot box roll iron or non-alloy steel, flat, w 150-600mm, t >4mm, myp>35","#299fff
","array([ 6.25543732, -1.9768841 ])"
370,6914,0,15.02880859375,"array([2490.35083008, 2861.91430664])",Articles of porcelain or china nes,"#330000
","array([ 5.49845842, -1.32226725])"
371,7304,0,21.489501953125,"array([1588.24938965, 2270.77954102])","Pipes, line, iron or steel, for oil or gas pipelines","#299fff
","array([ 6.37755961, -1.95273645])"
372,3914,0,15.04296875,"array([1544.42468262, 2279.82104492])",Ion exchangers based on polymers in primary forms,"#299fff
","array([ 6.43609508, -1.95818767])"
373,3905,0,15.61181640625,"array([1126.67346191, 2261.61621094])","Polyvinyl acetate, in aqueous dispersion, primary for","#9c219c
","array([ 6.49509469, -1.69540757])"
374,8462,0,16.647216796875,"array([1797.55932617, 2299.2734375 ])","Machine tools to forge, stamp, hammer or press metals","#299fff
","array([ 6.24297615, -2.00404162])"
375,7322,0,15.457763671875,"array([1849.0715332 , 2436.76757812])","Radiators and parts thereof, cast iron","#299fff
","array([ 6.22707324, -1.98110628])"
376,8503,0,17.824951171875,"array([1919.30273438, 2268.20654297])",Parts for electric motors and generators,"#299fff
","array([ 6.21598503, -1.95011336])"
377,8483,0,22.047607421875,"array([1599.97705078, 2298.97509766])","Transmission shafts and cranks, cam and crank shafts","#299fff
","array([ 6.3286137 , -1.95693632])"
378,8708,0,52.724609375,"array([1818.89538574, 2399.51416016])",Bumpers and parts thereof for motor vehicles,"#299fff
","array([ 6.30065008, -1.95442049])"
379,8547,0,15.501708984375,"array([1634.10400391, 2267.38867188])",Electrical insulating fittings of ceramics,"#299fff
","array([ 6.32469713, -1.99730408])"
380,3006,0,16.51708984375,"array([1365.35961914, 2269.8828125 ])","Suture materials, sterile surgical and dental goods","#9c219c
","array([ 6.44977753, -1.88187445])"
381,3919,0,17.0863037109375,"array([1389.74517822, 2200.65405273])","Self-adhesive plastic, rolls <20cm wide","#9c219c
","array([ 6.49788269, -1.8995901 ])"
382,4817,0,15.03076171875,"array([2110.94482422, 2430.99291992])",Envelopes of paper,"#ff0000
","array([ 6.12310081, -1.88861032])"
383,9033,0,15.196044921875,"array([1708.08459473, 2255.14672852])",Parts/accessories nes for optical/electric instrument,"#299fff
","array([ 6.36135504, -1.93841972])"
384,9028,0,15.60693359375,"array([2076.40405273, 2248.49267578])",Gas supply/production/calibration meters,"#299fff
","array([ 6.08341397, -1.93302422])"
385,8526,0,17.4873046875,"array([1274.10009766, 2477.18481445])",Radar apparatus,"#99ffff
","array([ 6.76845284, -1.96807388])"
386,8527,0,17.77294921875,"array([1229.97180176, 2767.95483398])","Radio receivers, portable, with sound reproduce/recor","#99ffff
","array([ 6.80961238, -1.91533754])"
387,9002,0,16.2392578125,"array([1196.18103027, 2693.47314453])","Objective lenses for cameras, projectors, etc","#99ffff
","array([ 6.81753086, -2.02029408])"
388,8472,0,15.779296875,"array([1267.74633789, 2666.89794922])",Office duplicating machines,"#99ffff
","array([ 6.73683894, -2.03846659])"
389,9001,0,18.375,"array([1205.7611084 , 2491.96435547])","Optical fibres, except for telecommunications","#99ffff
","array([ 6.79605142, -2.04776439])"
390,8001,0,15.62451171875,"array([1170.48217773, 1919.89892578])",Tin not alloyed unwrought,"#9c9a87
","array([ 6.57798395, -1.54200764])"
391,8502,0,19.06591796875,"array([1655.42883301, 2244.8972168 ])","Generating sets, diesel, output < 75 kVA","#299fff
","array([ 6.31938672, -2.04310946])"
392,8482,0,19.47021484375,"array([1725.9432373 , 2349.79956055])","Bearings, ball","#299fff
","array([ 6.32283752, -1.93122524])"
393,6207,0,15.091552734375,"array([2624.95739746, 2479.88647461])","Mens, boys underpants or briefs, of cotton, not knit","#33cc00
","array([ 6.06243007, -1.63476171])"
394,2924,0,15.9287109375,"array([1137.24169922, 1988.74108887])","Acyclic amides, derivatives, salts thereof","#9c219c
","array([ 6.58180773, -1.66849631])"
395,808,0,16.1357421875,"array([2584.48852539, 2823.49475098])","Apples, fresh","#d1ff00
","array([ 5.6803819, -1.4853513])"
396,709,0,16.354248046875,"array([2452.15002441, 2479.33056641])","Globe artichokes, fresh or chilled","#bf8845
","array([ 5.9652618 , -1.76340086])"
397,703,0,15.408447265625,"array([2561.06652832, 2747.97924805])","Onions and shallots, fresh or chilled","#d1ff00
","array([ 5.79168839, -1.50300179])"
398,712,0,15.14990234375,"array([2590.02270508, 2724.17382812])","Potatoes, dried, not further prepared","#d1ff00
","array([ 5.89011687, -1.57067686])"
399,2008,0,16.428955078125,"array([2473.92590332, 2463.9753418 ])",Ground-nuts otherwise prepared or preserved,"#bf8845
","array([ 6.01434583, -1.72065971])"
400,2202,0,16.956298828125,"array([2393.05603027, 2387.99938965])","Beverage waters, sweetened or flavoured","#bf8845
","array([ 6.06497025, -1.81061609])"
401,1905,0,18.3271484375,"array([2404.13208008, 2431.47949219])",Crispbread,"#bf8845
","array([ 6.03575951, -1.81086804])"
402,2005,0,16.125,"array([2462.69824219, 2435.73596191])","Homogenized vegetable preparations, not frozen/vinega","#bf8845
","array([ 6.04222314, -1.73754671])"
403,8445,0,15.4404296875,"array([1650.5892334 , 2789.59326172])",Textile fibre carding machines,"#299fff
","array([ 6.44012903, -2.37849646])"
404,9006,0,15.46875,"array([1313.32763672, 2588.55810547])",Cameras for preparing printing plates or cylinders,"#99ffff
","array([ 6.74578353, -1.94124333])"
405,8456,0,15.60302734375,"array([1392.90209961, 2439.78198242])","Laser, light and photon beam process machine tools","#9c219c
","array([ 6.79147098, -1.94691856])"
406,8457,0,16.311279296875,"array([1614.0859375 , 2789.03930664])","Machining centres, for working metal","#299fff
","array([ 6.44995715, -2.33048586])"
407,8523,0,19.11962890625,"array([1248.75891113, 2557.51879883])","Unrecorded magnetic tapes, width < 4 mm","#99ffff
","array([ 6.79650123, -2.02219591])"
408,8471,0,52.763916015625,"array([1122.02392578, 2607.70263672])",Analogue or hybrid computers,"#99ffff
","array([ 6.82392584, -1.9835137 ])"
409,8543,0,19.041748046875,"array([1292.00622559, 2520.00146484])",Particle accelerators,"#99ffff
","array([ 6.72794149, -1.99255777])"
410,8533,0,16.084228515625,"array([1273.11791992, 2576.63647461])","Electrical resistors, fixed carbon","#99ffff
","array([ 6.72537924, -2.00702872])"
411,1212,0,15.0302734375,"array([2859.83251953, 2707.27709961])","Locust beans, locust seeds","#d1ff00
","array([ 6.02242593, -1.16176227])"
412,5201,0,16.643310546875,"array([2842.69616699, 2599.17504883])","Cotton, not carded or combed","#33cc00
","array([ 6.0661009 , -1.26527174])"
413,1201,0,20.3798828125,"array([1487.64221191, 2605.93652344])",Soya beans,"#d1ff00
","array([ 6.41310575, -1.73285248])"
414,2304,0,18.098876953125,"array([1485.97521973, 2574.68310547])",Soya-bean oil-cake and other solid residues,"#d1ff00
","array([ 6.39778397, -1.78533347])"
415,8517,0,42.854736328125,"array([1146.09484863, 2541.33862305])",Telephone sets,"#99ffff
","array([ 6.79693422, -1.97885024])"
416,9108,0,15.014892578125,"array([1391.82653809, 2704.90283203])","Assembled battery watch movement, mechanical display","#0576a6
","array([ 6.90391836, -1.98922662])"
417,1103,0,15.0244140625,"array([2146.31201172, 2602.41650391])",Wheat meal,"#730049
","array([ 6.02950191, -1.9203191 ])"
418,1104,0,15.000244140625,"array([2411.44885254, 2536.29492188])","Barley, rolled or flaked grains","#bf8845
","array([ 5.93955633, -1.84129719])"
419,7212,0,15.57177734375,"array([1797.85900879, 2571.10986328])","Flat rolled iron or non-alloy steel, width <600mm, plated with tin","#299fff
","array([ 6.21640859, -2.05710394])"
420,3818,0,17.006103515625,"array([1118.65576172, 2737.10400391])",Chemical element/compound wafers doped for electronic,"#99ffff
","array([ 6.86143809, -2.06834407])"
421,3811,0,16.4051513671875,"array([1128.11334229, 2095.97351074])",Anti-knock preparations based on lead compounds,"#9c219c
","array([ 6.59636776, -1.72731956])"
422,4814,0,15.107177734375,"array([1057.3359375 , 2029.99243164])",Wallpaper Ingrain,"#9c219c
","array([ 6.63871856, -1.67379817])"
423,3809,0,15.4071044921875,"array([1850.4208374 , 2625.03857422])","Finishing agents & dye carriers, amylaceous","#299fff
","array([ 6.27785232, -1.80661508])"
424,3810,0,15.078857421875,"array([1706.03234863, 2085.48693848])","Metal pickling preps, solder and brazing flux, etc.","#299fff
","array([ 6.29694671, -2.14635769])"
425,9005,0,15.0185546875,"array([1168.69091797, 2793.22485352])",Binoculars,"#99ffff
","array([ 6.77241263, -2.08689773])"
426,8101,0,15.002685546875,"array([1152.6315918 , 2820.11254883])","Powders, tungsten (wolfram)","#99ffff
","array([ 6.80716378, -2.13658969])"
427,7607,0,16.56103515625,"array([1915.47290039, 2557.74462891])","Foil, aluminium, not backed, rolled but nfw, < 0.2mm","#299fff
","array([ 6.28261119, -1.85312808])"
428,8606,0,15.608154296875,"array([1891.45214844, 2669.14111328])",Railway tank cars,"#299fff
","array([ 6.09085814, -2.07172239])"
429,7601,0,23.620361328125,"array([1882.67956543, 2733.16479492])","Aluminium unwrought, not alloyed","#299fff
","array([ 6.06411331, -2.13712466])"
430,7413,0,15.101318359375,"array([1747.20056152, 2823.48608398])","Stranded copper wire/cable/plaits/etc, uninsulated","#299fff
","array([ 6.52601142, -2.18723053])"
431,8478,0,15.147705078125,"array([1573.65283203, 2814.31762695])",Machinery for preparing or making up tobacco,"#299fff
","array([ 6.58639156, -2.16409629])"
432,7409,0,16.4871826171875,"array([1441.75006104, 2453.98413086])","Plate, sheet, strip, refined copper, coil, t > 0.15mm","#299fff
","array([ 6.57185081, -2.08854035])"
433,7407,0,15.952880859375,"array([2252.08288574, 1920.69604492])","Bars, rods & profiles of refined copper","#330000
","array([ 5.72697312, -2.39221173])"
434,7402,0,16.016357421875,"array([2246.59875488, 1853.86730957])","Unrefined copper, copper anodes, electrolytic refinin","#330000
","array([ 5.63668567, -2.53927054])"
435,1519,0,15.8994140625,"array([1059.58532715, 2313.94262695])",Stearic acid,"#9c219c
","array([ 6.77615603, -1.60349969])"
436,1520,0,15.053955078125,"array([1070.0513916 , 2275.02441406])","Glycerol (glycerine), crude and glycerol waters & lye","#9c219c
","array([ 6.73844374, -1.63835316])"
437,3802,0,15.104736328125,"array([1107.95202637, 2291.24169922])",Activated carbon,"#9c219c
","array([ 6.65115443, -1.72999612])"
438,3806,0,15.060546875,"array([1047.21716309, 2265.83081055])",Rosin and resin acids,"#9c219c
","array([ 6.80773309, -1.56311313])"
439,2703,0,15.003173828125,"array([1529.64111328, 2078.98291016])",Peat (including peat litter),"#d1ff00
","array([ 6.51412781, -2.2666956 ])"
440,2704,0,17.00048828125,"array([1754.1986084 , 2694.59655762])","Coke, semi-coke of coal, lignite, peat & retort carbo","#330000
","array([ 6.26169862, -2.18635615])"
441,1518,0,15.148193359375,"array([1386.20959473, 2870.50366211])","Processed animal, vegetable oils, industrial preps ne","#0576a6
","array([ 7.1018698 , -2.20474311])"
442,8714,0,17.160888671875,"array([1374.91809082, 2820.51928711])",Motorcycle saddles,"#0576a6
","array([ 7.09782256, -2.16674858])"
443,2620,0,15.4208984375,"array([1913.39404297, 2729.08984375])",Ash or residues containing hard zinc spelter,"#9c9a87
","array([ 6.08045582, -2.10423852])"
444,7218,0,15.316162109375,"array([1450.97583008, 2157.51416016])","Ingots and other primary forms, stainless steel","#299fff
","array([ 6.63204212, -1.71296173])"
445,2701,0,32.0740966796875,"array([1817.72528076, 2808.66357422])","Anthracite, not agglomerated","#330000
","array([ 6.25384969, -2.246668  ])"
446,7606,0,19.1829833984375,"array([1909.7567749 , 2670.44213867])","Pure aluminium rectangular plate/sheet/strip, t >0.2m","#299fff
","array([ 6.12731508, -2.05414836])"
447,2613,0,16.27783203125,"array([1106.0670166 , 2388.14160156])","Molybdenum concentrates, roasted","#330000
","array([ 6.90209525, -1.79399885])"
448,2614,0,15.0819091796875,"array([1462.27191162, 2133.57495117])",Titanium ores and concentrates,"#330000
","array([ 6.68035155, -1.63024343])"
449,2615,0,15.075927734375,"array([1490.50366211, 2109.73876953])",Zirconium ores and concentrates,"#330000
","array([ 6.71869627, -1.58934561])"
450,2844,0,17.791015625,"array([1147.5880127 , 2398.62915039])","Natural uranium, its compounds, mixtures","#330000
","array([ 6.85549126, -1.81429597])"
451,4013,0,15.0245361328125,"array([2052.10369873, 2080.18432617])",Inner tubes of rubber for motor vehicles,"#9c9a87
","array([ 6.03125243, -2.31010994])"
452,2937,0,16.439697265625,"array([1299.64501953, 2115.89147949])","Pituitary anterior hormones and derivatives, in bulk","#9c219c
","array([ 6.57471593, -1.82995457])"
453,9021,0,20.481201171875,"array([1277.5637207 , 2137.58447266])",Artificial joints,"#9c219c
","array([ 6.52794112, -1.82710624])"
454,9027,0,19.103271484375,"array([1336.43969727, 2205.97509766])",Gas/smoke analysis apparatus,"#9c219c
","array([ 6.52113953, -1.8945932 ])"
455,4012,0,15.177001953125,"array([2210.44445801, 2285.44995117])",Retreaded tyres,"#299fff
","array([ 6.06128339, -1.92943905])"
456,8442,0,15.2552490234375,"array([1304.49554443, 2454.51708984])",Photo-typesetting and composing machines,"#99ffff
","array([ 6.53813227, -1.95460797])"
457,3002,0,24.2490234375,"array([1287.09692383, 2301.06152344])",Antisera and other blood fractions,"#9c219c
","array([ 6.49416165, -1.88064298])"
458,4911,0,16.674072265625,"array([2037.53015137, 2414.63964844])","Trade advertising material, catalogues etc.","#ff0000
","array([ 6.19743457, -1.88683883])"
459,3003,0,16.3175048828125,"array([2006.53765869, 2478.69287109])","Penicillins or streptomycins and derivatives, in bulk","#730049
","array([ 6.19909923, -1.86702789])"
460,3307,0,16.3050537109375,"array([1982.60064697, 2446.70288086])","Pre-shave, shaving and after shaving preparations","#730049
","array([ 6.19374154, -1.95884345])"
461,3004,0,52.8056640625,"array([1969.56079102, 2505.359375  ])","Penicillins and streptomycins, derivs, in dosage","#730049
","array([ 6.23566121, -1.87890306])"
462,7323,0,16.1494140625,"array([2745.92041016, 2703.75927734])","Iron or steel wool, pot scourers, etc, iron or steel","#33cc00
","array([ 6.3407124 , -1.42648406])"
463,5601,0,15.223388671875,"array([2347.45495605, 2156.41772461])","Sanitary towels, diapers and similar articles","#299fff
","array([ 5.95612968, -1.93513416])"
464,6913,0,15.100341796875,"array([2027.97094727, 1992.1751709 ])",Statuettes & ornamental articles of porcelain or chin,"#9c9a87
","array([ 5.9224559 , -2.58394746])"
465,8712,0,15.916015625,"array([2069.26074219, 2013.53131104])","Bicycles, other cycles, not motorized","#299fff
","array([ 5.96437311, -2.4548712 ])"
466,5702,0,15.394287109375,"array([2431.79699707, 2824.8182373 ])","Hand made rugs including Kelem,Schumacks,Karamanie,et","#9c9a87
","array([ 5.52162393, -1.21629636])"
467,6908,0,16.621826171875,"array([2457.8963623, 2821.03125  ])","Glazed ceramic mosaic tiles, cubes & similar <7cm wid","#330000
","array([ 5.53080874, -1.25826317])"
468,8519,0,16.119140625,"array([1150.07324219, 2672.20727539])",Coin or disc-operated record-players,"#99ffff
","array([ 6.88273315, -1.96152365])"
469,8705,0,17.309814453125,"array([2137.0880127 , 2244.86450195])",Mobile cranes,"#299fff
","array([ 6.05509472, -1.98887686])"
470,8470,0,15.6142578125,"array([1232.92126465, 2833.70153809])",Electronic calculators operable with internal power,"#99ffff
","array([ 6.84733003, -1.87308188])"
471,8509,0,17.117431640625,"array([1082.0760498 , 2632.42480469])",Domestic vacuum cleaners,"#99ffff
","array([ 6.87980749, -2.00825091])"
472,5801,0,15.314208984375,"array([2753.94470215, 2787.2512207 ])","Woven pile fabric of wool or fine animal hair, w >30c","#33cc00
","array([ 6.36503667, -1.27216576])"
473,8508,0,16.78955078125,"array([1628.45227051, 2165.48632812])","Drills, hand-held, with self-contained electric motor","#299fff
","array([ 6.34925132, -2.13013633])"
474,9011,0,15.111572265625,"array([1687.10913086, 2852.48632812])",Stereoscopic microscopes,"#299fff
","array([ 6.43772352, -2.46077212])"
475,3907,0,22.1787109375,"array([1306.32165527, 2785.22607422])","Polyacetals, in primary forms","#99ffff
","array([ 6.80862067, -1.84573322])"
476,8452,0,15.509765625,"array([1776.73498535, 2195.63354492])",Household type sewing machines,"#299fff
","array([ 6.36345302, -1.83587133])"
477,8460,0,15.572265625,"array([1628.74255371, 2715.8918457 ])","Num controlled surface grinders, accurate to 0.01mm","#299fff
","array([ 6.36767358, -2.16024338])"
478,3903,0,18.43115234375,"array([1309.80065918, 2734.46606445])","Polystyrene, expansible in primary forms","#99ffff
","array([ 6.76140808, -1.87586515])"
479,8428,0,18.72119140625,"array([1894.91711426, 2446.95629883])",Lifts and skip hoists,"#299fff
","array([ 6.24888144, -1.92306232])"
480,9022,0,17.781494140625,"array([1239.28967285, 2235.59033203])",Medical X-ray apparatus,"#9c219c
","array([ 6.62747586, -1.87085402])"
481,7008,0,15.0367431640625,"array([1911.83953857, 2469.76806641])",Multiple-walled insulating units of glass,"#299fff
","array([ 6.21601281, -1.9206704 ])"
482,6114,0,15.486083984375,"array([2669.45422363, 2437.38989258])","Garments nes, of wool or fine animal hair, knit","#33cc00
","array([ 6.08548055, -1.63616907])"
483,8544,0,29.485595703125,"array([2488.06140137, 2422.69226074])",Insulated winding wire of copper,"#ff0000
","array([ 6.09490462, -1.74170896])"
484,9403,0,26.191650390625,"array([2310.63024902, 2423.34423828])","Office furniture, metal, nes","#ff0000
","array([ 6.14650743, -1.81816352])"
485,2932,0,15.88818359375,"array([1200.52392578, 2106.18139648])",Tetrahydrofuran,"#9c219c
","array([ 6.51651153, -1.78714793])"
486,2104,0,15.2685546875,"array([2375.06835938, 2478.17773438])",Soups and broths and preparations thereof,"#bf8845
","array([ 6.05274794, -1.81388803])"
487,2007,0,15.185302734375,"array([2403.70373535, 2461.48242188])","Homogenised jams, jellies, etc","#bf8845
","array([ 6.0554918 , -1.79274634])"
488,1904,0,15.568603515625,"array([2208.07678223, 2508.37280273])","Cereal foods obtained by swelling, roasting of cereal","#730049
","array([ 6.029522  , -1.88170796])"
489,7604,0,17.11669921875,"array([2331.96606445, 2457.89746094])","Bars, rods and profiles, aluminium, not alloyed","#ff0000
","array([ 6.08434404, -1.81458079])"
490,3917,0,17.81201171875,"array([2139.00708008, 2442.00317383])","Sausage casings of hardened protein, cellulose","#730049
","array([ 6.09916338, -1.84692993])"
491,2009,0,17.18994140625,"array([2422.24780273, 2474.5682373 ])","Orange juice, frozen, not fermented or spirited","#bf8845
","array([ 6.02172275, -1.77592255])"
492,7010,0,16.0615234375,"array([2375.20336914, 2421.46362305])",Ampoules of glass for conveyance or packing,"#ff0000
","array([ 6.08140572, -1.76991787])"
493,3923,0,21.2080078125,"array([2433.33349609, 2444.61254883])","Boxes, cases, crates etc. of plastic","#ff0000
","array([ 6.02469066, -1.74926569])"
494,4820,0,15.553955078125,"array([2737.57434082, 2310.79907227])","Registers, account books, note books, diaries etc","#33cc00
","array([ 6.05940938, -1.60193272])"
495,2923,0,15.110595703125,"array([1480.70544434, 2422.12695312])","Choline, salts","#9c219c
","array([ 6.38751323, -1.86736489])"
496,7505,0,15.258544921875,"array([1417.13549805, 2296.12402344])","Bars, rods and profiles, nickel, not alloyed","#299fff
","array([ 6.56772014, -1.94115286])"
497,8484,0,15.3798828125,"array([1455.66333008, 2571.22119141])","Gaskets of metal sheeting, including sandwich type","#299fff
","array([ 6.5580145 , -1.99299634])"
498,7324,0,15.274658203125,"array([1543.01538086, 2679.16210938])","Sinks and wash basins, stainless steel","#299fff
","array([ 6.48493291, -2.04718677])"
499,8422,0,18.84228515625,"array([1540.07910156, 2534.22705078])",Dish washing machines (domestic),"#299fff
","array([ 6.45100224, -2.03122599])"
500,8311,0,15.387451171875,"array([2007.12597656, 2289.64282227])","Electrodes, coated, of base metal, for arc welding","#299fff
","array([ 6.2204046 , -1.85893148])"
501,7419,0,15.35791015625,"array([1683.85888672, 2289.20336914])",Chain and parts thereof of copper,"#299fff
","array([ 6.28101068, -2.04403549])"
502,7318,0,19.609130859375,"array([1703.35400391, 2449.29150391])","Screws, coach, iron or steel","#299fff
","array([ 6.35116057, -2.02398998])"
503,8208,0,15.2294921875,"array([1614.90710449, 2381.16967773])",Blades for metal working machines,"#299fff
","array([ 6.35696135, -1.96690642])"
504,8514,0,15.6929931640625,"array([1580.78704834, 2460.77929688])",Industrial electric resistance heated furnaces & oven,"#299fff
","array([ 6.38693234, -1.97076739])"
505,8515,0,16.4560546875,"array([1549.99047852, 2370.14746094])",Electric soldering irons and guns,"#299fff
","array([ 6.3728865 , -2.01512555])"
506,8426,0,17.880126953125,"array([1610.54064941, 2331.25073242])",Gantry and overhead travelling cranes on fixed suppor,"#299fff
","array([ 6.39124078, -2.0245437 ])"
507,8412,0,17.08349609375,"array([1619.23083496, 2460.11914062])",Reaction engines other than turbo jets,"#299fff
","array([ 6.3435005, -1.934423 ])"
508,8512,0,17.218505859375,"array([1729.05322266, 2459.01586914])",Lighting/signalling equipment as used on bicycles,"#299fff
","array([ 6.31517911, -1.98383592])"
509,8538,0,19.155029296875,"array([1773.33032227, 2295.76635742])","Elictrical boards, panels, etc, not equipped","#299fff
","array([ 6.29812412, -1.94346114])"
510,8704,0,34.072021484375,"array([1780.9041748 , 2441.18359375])",Dump trucks designed for off-highway use,"#299fff
","array([ 6.3063899 , -1.91415198])"
511,3823,0,20.84814453125,"array([2046.44506836, 2544.75512695])",Prepared binders for foundry moulds or cores,"#730049
","array([ 6.08885466, -1.98615618])"
512,4011,0,24.588623046875,"array([2150.31188965, 2212.09643555])",Pneumatic tyres new of rubber for motor cars,"#299fff
","array([ 6.11881091, -2.00002402])"
513,8504,0,26.630126953125,"array([2022.69641113, 2266.2746582 ])",Ballasts for discharge lamps or tubes,"#299fff
","array([ 6.16063221, -1.9500737 ])"
514,7226,0,15.5234375,"array([1520.18725586, 2412.93188477])","Flat rolled silicon-electrical steel, <600mm wide","#299fff
","array([ 6.4704332 , -1.99858298])"
515,7229,0,15.17626953125,"array([1554.3026123 , 2317.79541016])",Wire of high speed steel,"#299fff
","array([ 6.42640095, -2.04230858])"
516,7302,0,15.62109375,"array([1667.53186035, 2583.50512695])","Railway/tramway rails, iron or steel","#299fff
","array([ 6.36784469, -2.11690266])"
517,8407,0,20.77197265625,"array([1533.70117188, 2442.33129883])","Aircraft engines, spark-ignition","#299fff
","array([ 6.48521726, -1.97909974])"
518,8425,0,15.869140625,"array([1831.93786621, 2315.12792969])",Electric hoists (except skip and vehicle hoists),"#299fff
","array([ 6.22151554, -2.00494791])"
519,8603,0,15.465576171875,"array([1624.81518555, 2616.58129883])","Self-propelled railway cars, external electric power","#299fff
","array([ 6.36411345, -2.0810926 ])"
520,8408,0,22.562744140625,"array([1648.83068848, 2484.77807617])","Marine propulsion engines, diesel","#299fff
","array([ 6.421791  , -2.01494825])"
521,7608,0,15.205322265625,"array([2135.65246582, 2343.08911133])","Tubes and pipe, aluminium, not alloyed","#299fff
","array([ 6.19256705, -1.81215649])"
522,2303,0,15.352783203125,"array([2798.83435059, 2681.73168945])",Residues of starch manufacture and similar residues,"#33cc00
","array([ 6.40644469, -1.34781483])"
523,2208,0,18.3419189453125,"array([1938.33966064, 2560.00024414])",Compound alcoholic preps for beverage manufacture,"#730049
","array([ 6.26284545, -1.78532195])"
524,2306,0,15.52685546875,"array([2277.80883789, 2056.92236328])",Cotton seed oil-cake and other solid residues,"#330000
","array([ 5.84376594, -1.52643175])"
525,8609,0,15.377197265625,"array([2140.32019043, 2570.05053711])",Cargo containers designed for carriage,"#ff0000
","array([ 6.04515903, -1.94690612])"
526,7801,0,15.730224609375,"array([2240.35583496, 2139.92004395])",Lead refined unwrought,"#330000
","array([ 5.89633829, -1.62973798])"
527,3102,0,19.405029296875,"array([2302.03820801, 2001.83764648])","Urea, including aqueous solution in packs >10 kg","#330000
","array([ 5.80239509, -1.4277824 ])"
528,3915,0,15.84521484375,"array([2238.14550781, 2591.58789062])",Polyethylene waste or scrap,"#730049
","array([ 5.97308011, -1.89446935])"
529,3105,0,18.94189453125,"array([2226.5859375 , 2569.42138672])",Fertilizer mixes in tablets etc or in packs <10 kg,"#730049
","array([ 5.9666089, -1.8701033])"
530,2711,0,54.154541015625,"array([2441.73571777, 2015.83123779])","Natural gas, liquefied","#330000
","array([ 5.71973806, -1.3027708 ])"
531,2503,0,16.400146484375,"array([2521.22595215, 2006.02709961])","Sulphur, crude or unrefined","#330000
","array([ 5.68951065, -1.26896207])"
532,4420,0,15.072265625,"array([2779.35375977, 2339.53173828])",Statuettes and other ornaments of wood,"#33cc00
","array([ 6.05548823, -1.48481958])"
533,4702,0,15.2366943359375,"array([1025.50384521, 2206.78173828])","Chemical wood pulp, dissolving grades","#9c219c
","array([ 6.90654643, -1.49032207])"
534,4803,0,15.30126953125,"array([2345.35009766, 2241.57763672])","Paper, household, sanitary, width > 36 centimetres","#ff0000
","array([ 5.97784561, -1.82157288])"
535,4806,0,15.0732421875,"array([1469.31896973, 2387.44970703])","Paper, vegetable parchment","#9c9a87
","array([ 6.62204603, -1.90701339])"
536,4802,0,18.991455078125,"array([1853.61230469, 2163.3815918 ])","Paper, hand-made, uncoated","#330000
","array([ 6.3312261 , -1.83986231])"
537,4804,0,16.744873046875,"array([1860.98339844, 2095.97314453])","Paper, Kraftliner, unbleached, uncoated","#330000
","array([ 6.34953603, -1.77380033])"
538,3703,0,15.114501953125,"array([1213.40686035, 2270.96606445])","Unexposed photographic paper,textile roll > 610mm wid","#9c219c
","array([ 6.67784178, -1.86044224])"
539,7326,0,21.4970703125,"array([2009.84240723, 2357.35571289])","Balls, iron/steel, forged/stamped for grinding mills","#299fff
","array([ 6.18612913, -1.8935335 ])"
540,7309,0,15.462158203125,"array([2203.0045166 , 2375.39941406])","Reservoirs/tanks/vats/etc, iron/steel capacity >300l","#ff0000
","array([ 6.10536439, -1.82823961])"
541,8440,0,15.148193359375,"array([1274.20788574, 2436.72583008])",Book-binding machinery including book-sewing machines,"#99ffff
","array([ 6.59600739, -1.96984   ])"
542,4821,0,15.52880859375,"array([2322.63916016, 2498.26623535])","Paper labels of all kinds, printed","#ff0000
","array([ 6.04522616, -1.82518985])"
543,2106,0,18.88916015625,"array([2297.53759766, 2488.76660156])",Protein concentrates and textured protein substances,"#730049
","array([ 6.05499651, -1.84006071])"
544,2102,0,15.0908203125,"array([2239.95263672, 2477.56811523])","Yeasts, active","#730049
","array([ 5.99694637, -1.90825275])"
545,7616,0,16.822021484375,"array([2126.5333252 , 2376.95166016])","Aluminium nails, tacks, staples, bolts, nuts etc,","#299fff
","array([ 6.15185582, -1.86625108])"
546,7610,0,16.1826171875,"array([2189.88525391, 2465.92333984])","Aluminium Doors, windows, frames and thresholds","#ff0000
","array([ 6.13947693, -1.8600814 ])"
