# index, label, source, value, _pos
624,stevemacek.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 17.70102778, -16.30407688])"
625,stillfighting.blogspot.com,Blogarama,0,"array([ 17.11087824, -12.79024155])"
626,stirs-the-pot.blogspot.com,Blogarama,0,"array([ 51.0087319, -43.3388143])"
627,stitt.blogspot.com,CampaignLine,0,"array([ 15.63673729, -18.98121781])"
628,stonyfield.com/weblog/bovinebugle/index.html,BlogCatalog,0,"array([-32.77439953, -29.87321185])"
629,stonyfield.com/weblog/strongwomendailynews/index.html,BlogCatalog,0,"array([  1.63475407, -56.64718349])"
630,strangedoctrines.typepad.com,eTalkingHead,0,"array([18.92584059, -6.89581705])"
631,strangesemantics.blogspot.com,Blogarama,0,"array([18.85163366,  6.63149967])"
632,stzman.org/blog,Blogarama,0,"array([36.02063886, 44.72407501])"
633,suburbanguerrilla.blogspot.com,"LeftyDirectory,LabeledManually",0,"array([ 18.24151205, -10.27616499])"
634,swamiuptown.com,eTalkingHead,0,"array([ 16.13805526, -12.86472167])"
635,swingleft.blogspot.com,Blogarama,0,"array([ 68.25186974, -40.95387712])"
636,swingstateproject.com,"LeftyDirectory,CampaignLine",0,"array([15.15356846, -9.96803395])"
637,takeaction.blog-city.com,Blogarama,0,"array([-9.55194471, 44.01676162])"
638,takeactionmichigan.blog-city.com,Blogarama,0,"array([-34.62427226, -24.77611471])"
639,takebackthemedia.com,LabeledManually,0,"array([ 19.00375597, -11.72171895])"
640,talkingpointsmemo.com,"BlogPulse,LeftyDirectory",0,"array([17.67925571, -8.7607662 ])"
641,talkleft.com,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",0,"array([18.1110964 , -8.41222742])"
642,tallone.org,Blogarama,0,"array([11.7020709, -1.5879053])"
643,tbogg.blogspot.com,"LeftyDirectory,LabeledManually",0,"array([18.17998242, -8.70510355])"
644,teenageenthusiast.blogspot.com,Blogarama,0,"array([ 16.40854074, -11.6516089 ])"
645,tesibria.typepad.com/democracy_is_coming,Blogarama,0,"array([13.04580003, -8.23329382])"
646,thatcoloredfellasweblog.bloghorn.com,"Blogarama,LeftyDirectory",0,"array([20.16723343, -9.34217934])"
647,thatgoodnight.com,Blogarama,0,"array([ 14.34671316, -11.19837033])"
648,the-goddess.org,CampaignLine,0,"array([20.82140574, -9.94550845])"
649,the-hamster.com,LeftyDirectory,0,"array([ 18.06538889, -10.78809073])"
650,theaggpro.blogspot.com,Blogarama,0,"array([ 14.86947837, -17.75616724])"
651,theagitator.blogspot.com,Blogarama,0,"array([20.99845984, -9.56439239])"
652,theangryliberal.blogspot.com,Blogarama,0,"array([ 14.65879606, -12.31159439])"
653,theantibush.org,Blogarama,0,"array([ 7.63814876, -4.5490234 ])"
654,theapologist.blogspot.com,Blogarama,0,"array([  8.84065284, -15.04586073])"
655,thebarrexam.blogspot.com,CampaignLine,0,"array([60.88323793, 19.88898326])"
656,theblogwarrior.blogspot.com,"Blogarama,BlogCatalog,CampaignLine",0,"array([24.19890723, -8.10648412])"
657,thebluestate.com,LabeledManually,0,"array([-41.52458802,   3.7470142 ])"
658,theblueview.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 14.87618842, -13.91291913])"
659,thecarpetbaggerreport.com,BlogPulse,0,"array([16.1868519 , -9.83156587])"
660,thecore4.com,BlogCatalog,0,"array([ 18.98362824, -12.60110569])"
661,thefulcrum.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 20.32090572, -10.29221138])"
662,theimmoralminority.blogspot.com,Blogarama,0,"array([ 24.82000814, -55.14693947])"
663,theleftcoaster.com,"LeftyDirectory,LabeledManually",0,"array([18.63585976, -9.59439321])"
664,thelefthand.blogspot.com,Blogarama,0,"array([-22.87344007,  27.15542155])"
665,thelonedem.com,Blogarama,0,"array([21.77146931, 46.42417911])"
666,thelucideye.blogspot.com,Blogarama,0,"array([ 17.8016832 , -14.08741816])"
667,thepeach.blogspot.com,Blogarama,0,"array([ 13.74749006, -11.76217808])"
668,thepoorman.net,LeftyDirectory,0,"array([18.95673832, -8.06291996])"
669,theradiomansays.blogspot.com,eTalkingHead,0,"array([ 22.88019425, -16.66981853])"
670,therogueangel.com/blog,BlogCatalog,0,"array([ 24.4352999 , -10.86507409])"
671,therustybarrel.com/david/blog,BlogCatalog,0,"array([46.14648736, 35.61554137])"
672,thesiliconmind.blogspot.com,Blogarama,0,"array([ 17.28476051, -59.49369058])"
673,thesnooter.blogspot.com,BlogCatalog,0,"array([ 25.23526603, -11.92543388])"
674,thetalentshow.org,LeftyDirectory,0,"array([17.01878505, -8.56420582])"
675,thetalkingdog.com,LeftyDirectory,0,"array([18.00537712, -7.09790533])"
676,thewashingtonnote.com,LabeledManually,0,"array([ 18.92699035, -10.13918955])"
677,thewilson.blogspot.com,Blogarama,0,"array([-40.53769177,   8.84407638])"
678,theworldaroundyou.com,eTalkingHead,0,"array([15.06901418, -4.80612216])"
679,thewritewing.blogspot.com,BlogCatalog,0,"array([ 12.66716602, -11.59435068])"
680,theyetimn.blogspot.com,Blogarama,0,"array([ 20.27990551, -12.68354048])"
681,thingsasitis.net,Blogarama,0,"array([ 4.11421043, -6.37514172])"
682,think2004.com,eTalkingHead,0,"array([ 21.91790493, -11.42713327])"
683,thinkingrocks.blogspot.com,Blogarama,0,"array([13.45028761, -4.53252698])"
684,thirdredeye.blogspot.com,Blogarama,0,"array([ 21.62628675, -10.95534564])"
685,thislousytshirt.net,"Blogarama,LeftyDirectory",0,"array([ 13.15924887, -13.46836533])"
686,thismodernworld.com,"LeftyDirectory,CampaignLine",0,"array([ 18.54583233, -10.20683144])"
687,thomasblog.typepad.com/bloggg,eTalkingHead,0,"array([19.75101934, -8.88531551])"
688,thunewatch.squarespace.com,Blogarama,0,"array([ 19.04790511, -18.33466207])"
689,tinylittledots.com,eTalkingHead,0,"array([ 7.6701916 , -5.61300125])"
690,tobyemden.blogspot.com,Blogarama,0,"array([ 21.26380484, -11.38895109])"
691,tom_thinks.blogspot.com,eTalkingHead,0,"array([ -7.91445721, -52.40416723])"
692,tomburka.com,"Blogarama,LeftyDirectory,CampaignLine",0,"array([16.72641822, -7.83410661])"
693,tomcoburnisabigfatjerk.blogspot.com,Blogarama,0,"array([ 15.85200129, -11.57220871])"
694,tomdaschle.com/tom/index.php?id=34,CampaignLine,0,"array([ 7.71339867, 46.46915734])"
695,tomherod.blogspot.com,BlogCatalog,0,"array([11.35639591, -3.5165761 ])"
696,tonyknowles.com/blog.html,CampaignLine,0,"array([-37.14015197,   5.60544843])"
697,topviewnews.com/blog,BlogCatalog,0,"array([-29.73228241, -13.20804751])"
698,toteota.blogspot.com,LabeledManually,0,"array([ 18.32486975, -10.94329981])"
699,trainorphans.org,Blogarama,0,"array([  9.41451272, -12.41525619])"
700,translucence.org,Blogarama,0,"array([10.14784631, -5.22080494])"
701,travalex.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 16.7077681 , -12.02514053])"
702,tristero.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 18.38801897, -11.32641767])"
703,trueconservative.typepad.com,Blogarama,0,"array([ 21.53042093, -15.10716481])"
704,truedemocrat.blogspot.com,Blogarama,0,"array([ 24.44027205, -17.76076141])"
705,truthbenotproud.blogspot.com,Blogarama,0,"array([-29.18121974,  32.03835755])"
706,tuibguy.messagemonster.com,Blogarama,0,"array([34.88833914, 49.1023188 ])"
707,turnpikefeminist.com,Blogarama,0,"array([ 22.02042615, -13.1022518 ])"
708,turnspit.com,Blogarama,0,"array([23.38395593, -8.38221979])"
709,uberddue.blogspot.com,Blogarama,0,"array([-9.09735441, 48.68947542])"
710,uberdude.blogspot.com,Blogarama,0,"array([20.46870149, -8.87000865])"
711,uggabugga.blogspot.com,LeftyDirectory,0,"array([17.54571201, -8.19059912])"
712,unodemocrats.com/blog,CampaignLine,0,"array([ 13.78481436, -12.93378101])"
713,upper-left.blogspot.com,CampaignLine,0,"array([16.13510832, -7.72677018])"
714,urbandemocracy.blogspot.com,Blogarama,0,"array([ 13.0907795 , -10.11156238])"
715,urbanecoinc.com/wordpress1,Blogarama,0,"array([ 13.86341056, -18.30688185])"
716,usademocrazy.blogspot.com,Blogarama,0,"array([ 16.90299791, -21.60750596])"
717,usliberals.about.com,Blogarama,0,"array([ 11.11807354, -13.29592157])"
718,uwaythinks.blogspot.com,BlogCatalog,0,"array([ 67.33747698, -27.87953737])"
719,vernsblog.thegillfamily.us:8180,BlogCatalog,0,"array([11.31348965, -2.29456496])"
720,virginiaprogressive.blogspot.com,Blogarama,0,"array([13.91797082, -6.57613294])"
721,vocis.com/frank,BlogCatalog,0,"array([ 14.83356485, -14.86752989])"
722,votekerryedwards2004.blogspot.com,Blogarama,0,"array([-21.1566599 ,  34.95591345])"
723,votervirginblog.blogspot.com,Blogarama,0,"array([ -7.2280833 , -56.77704776])"
724,waitingfordorothy.blogspot.com,Blogarama,0,"array([15.44166978, -7.29565885])"
725,wampum.wabanaki.net,LabeledManually,0,"array([17.2605071 , -9.63160419])"
726,warandpiece.com,LeftyDirectory,0,"array([18.85528853, -7.80458257])"
727,warriorsblog.blogspot.com,Blogarama,0,"array([50.35531176, 32.19617029])"
728,washingtonmonthly.com,"BlogPulse,LeftyDirectory",0,"array([17.84026585, -7.94408988])"
729,watchingthewatchers.org,BlogCatalog,0,"array([ 23.19577808, -13.47645726])"
730,waveflux.net,BlogCatalog,0,"array([21.41318676, -9.23103011])"
731,weblogs.bakshi.us/redskunk,"LeftyDirectory,BlogCatalog",0,"array([ 18.78385193, -17.44882471])"
732,werenotallincompetent.blogspot.com,Blogarama,0,"array([-30.1278879 ,  -3.86941968])"
733,whirlingbuffalo.com/creative-spirits.htm,BlogCatalog,0,"array([-17.61376327,  38.29087588])"
734,whopundit.blogspot.com,Blogarama,0,"array([14.08468328, -9.00468357])"
735,whoviating.blogspot.com,"LeftyDirectory,LabeledManually",0,"array([ 18.15887081, -11.70915391])"
736,whyareweback.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 20.88960688, -10.29171256])"
737,winnegar.blog-city.com,BlogCatalog,0,"array([ 10.8991876 , -18.42810534])"
738,winthewest.blogspot.com,Blogarama,0,"array([ 15.97347558, -14.05448134])"
739,woneffe.typepad.com,BlogCatalog,0,"array([ 25.81789086, -14.53275432])"
740,wonkette.com,LabeledManually,0,"array([17.82939081, -7.38699137])"
741,workingpapers.blogspot.com,BlogCatalog,0,"array([-21.10294526, -51.88496538])"
742,worldonfire.typepad.com/world_on_fire,"Blogarama,LeftyDirectory",0,"array([ 19.00573912, -10.82910293])"
743,wpblog.ohpinion.com,eTalkingHead,0,"array([23.07092701, -7.20828528])"
744,wsrblood.typepad.com/wiserblog,"Blogarama,LeftyDirectory,eTalkingHead",0,"array([ 12.42696625, -13.56502835])"
745,wtf.mindsay.com,Blogarama,0,"array([65.38109056, 19.02005114])"
746,wtpm.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 14.92078467, -11.0675172 ])"
747,wynterstoner.blogspot.com,eTalkingHead,0,"array([-18.46536944, -38.42133241])"
748,x-pollen.com/many/blog.html,CampaignLine,0,"array([14.72735169, -6.11468253])"
749,xanga.com/allegrad,BlogCatalog,0,"array([ 42.71396782, -53.62316901])"
750,xanga.com/home.aspx?user=phknrocket1k,eTalkingHead,0,"array([79.05280332,  1.62059956])"
751,xanga.com/kerry4president,Blogarama,0,"array([-28.47868728, -30.58778811])"
752,xianleft.blogspot.com,Blogarama,0,"array([71.88813247, 12.82780143])"
753,xnerg.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([17.59250536, -8.48638577])"
754,yarsrevenge.blogspot.com,"Blogarama,LeftyDirectory",0,"array([19.9411328 , -8.62580998])"
755,yglesias.typepad.com/matthew,eTalkingHead,0,"array([18.5139185 , -7.73939428])"
756,yoder.ru,eTalkingHead,0,"array([ 18.51721072, -19.39407368])"
757,younglibs.com,Blogarama,0,"array([ 26.57272245, -15.14613279])"
758,84rules.blog-city.com,eTalkingHead,1,"array([72.90058248, 21.41026803])"
759,a100wwe.blogspot.com,Blogarama,1,"array([23.78475567,  1.28632217])"
760,absurd-canadian.blogspot.com,eTalkingHead,1,"array([27.28127606, -4.62974597])"
761,ace.mu.nu,LabeledManually,1,"array([19.57468866, -2.74563654])"
762,aceoftrumpblog.blogspot.com,"Blogarama,BlogCatalog",1,"array([23.20967877, -0.37940575])"
763,acepilots.com/mt,LabeledManually,1,"array([19.59932011, -3.89410963])"
764,acertainslantoflight.blogspot.com,Blogarama,1,"array([19.05508323, -5.12880253])"
765,achicknamedmarzi.com,eTalkingHead,1,"array([18.19155729,  2.40796942])"
766,activistchat.com/blogiran,LabeledManually,1,"array([20.09871141, -1.92571393])"
767,adeimantus.blogspot.com,Blogarama,1,"array([16.66069343, -0.89753934])"
768,adonai.cc,Blogarama,1,"array([-34.49807664,  14.95983486])"
769,airjun.blogspot.com,Blogarama,1,"array([-33.34701101, -16.187347  ])"
770,alamodispatches.blogspot.com,Blogarama,1,"array([13.52543888,  0.74198875])"
771,alamonation.blogspot.com,Blogarama,1,"array([20.00301579, -0.34103811])"
772,alarmingnews.com,"Blogarama,BlogPulse,CampaignLine",1,"array([19.85284179, -3.66543163])"
773,aldaron.modblog.com,"Blogarama,BlogCatalog",1,"array([13.88273732,  2.07687508])"
774,aldaynet.org,Blogarama,1,"array([20.93969159, -1.17921719])"
775,alexpelan.blogspot.com,BlogCatalog,1,"array([22.93091816,  4.93131583])"
776,alittlemoretotheright.com,"eTalkingHead,CampaignLine",1,"array([18.81949053, -2.40588403])"
777,all-encompassingly.com,"Blogarama,eTalkingHead",1,"array([19.53109379, -0.96284919])"
778,allahpundit.com,BlogPulse,1,"array([20.55613956, -3.82038491])"
779,allthingsmark.com,Blogarama,1,"array([27.16943844,  3.58836178])"
780,alphapatriot.com,Blogarama,1,"array([19.2879264 , -2.80574061])"
781,althouse.blogspot.com,"BlogPulse,eTalkingHead",1,"array([17.49032364, -4.46726613])"
782,americaindenial.com/?q=node/feed,Blogarama,1,"array([-2.57402708, 38.50181275])"
783,americanchronicle.blogspot.com,BlogCatalog,1,"array([23.53258716,  0.14605961])"
784,americancommentator.blogs.com/the_american_commentator_,CampaignLine,1,"array([ 55.90636519, -53.7475827 ])"
785,americandigest.org,LabeledManually,1,"array([17.03981298, -2.84979841])"
786,americandinosaur.blogspot.com,Blogarama,1,"array([20.97338937, -1.71788908])"
787,americanfuture.typepad.com,Blogarama,1,"array([17.5776084 , -5.36118388])"
788,americanjihad.blogspot.com,BlogCatalog,1,"array([ 66.74895931, -36.55278641])"
789,americankernel.com,Blogarama,1,"array([14.05419989, -1.16787607])"
790,americanreport.blogspot.com,"Blogarama,BlogCatalog",1,"array([22.46364522, -5.2894223 ])"
791,americanthinker.com,BlogCatalog,1,"array([20.35688348, -4.29060304])"
792,americanwarmonger.blogspot.com,"Blogarama,BlogCatalog",1,"array([19.29957521, -0.48386233])"
793,americanworldview.tripod.com/weltansblog,Blogarama,1,"array([40.57817393, -9.88791481])"
794,americasteen.tk,Blogarama,1,"array([65.98631464, 26.1620475 ])"
795,amigo13.blogspot.com,Blogarama,1,"array([17.20838581,  0.25764102])"
796,amradio.blogspot.com,Blogarama,1,"array([26.41778914, -8.34012193])"
797,andrewsullivan.com,"BlogPulse,CampaignLine",1,"array([19.18631236, -6.08920883])"
798,andrightlyso.blogspot.com,Blogarama,1,"array([28.48591285,  1.88993002])"
799,angrychineseblogger.blog-city.com,eTalkingHead,1,"array([11.62385284,  2.94756857])"
800,angrygwn.blogspot.com,BlogCatalog,1,"array([22.26667814, -3.08732825])"
801,anncoulter.org,LabeledManually,1,"array([22.56484428, -1.99499435])"
802,annika.mu.nu,eTalkingHead,1,"array([21.60963539, -3.26337245])"
803,anothervrwc.blogspot.com,Blogarama,1,"array([19.75215184,  3.62124026])"
804,antijohnkerry.blogspot.com,CampaignLine,1,"array([23.61081222, -2.71154716])"
805,antiprotester.blogspot.com,Blogarama,1,"array([20.72336189, -1.49076811])"
806,apologiesdemanded.blogspot.com,"Blogarama,eTalkingHead",1,"array([20.27726509, -4.57071439])"
807,arkanssouri.blogspot.com,Blogarama,1,"array([24.24127462, -4.88279869])"
808,armchairgeneralist.typepad.com,LeftyDirectory,1,"array([ 20.30882752, -11.2213873 ])"
809,asmallvictory.net,BlogPulse,1,"array([18.53083257, -2.9786882 ])"
810,asmodeus-space.com/weblog/blog/index.php,Blogarama,1,"array([24.87645755, -1.52618334])"
811,astrosoup.blogspot.com,Blogarama,1,"array([26.40749844,  1.02714877])"
812,athena.blogs.com,Blogarama,1,"array([21.41330645, -3.55950958])"
813,awideawake.blogspot.com,"Blogarama,BlogCatalog",1,"array([20.25796531,  0.4970862 ])"
814,ayerdis.com/rants.php,Blogarama,1,"array([21.2816593 , -1.96250495])"
815,babytrollblog.com,Blogarama,1,"array([17.38254362, -2.97208767])"
816,baldilocks.typepad.com,"Blogarama,BlogPulse",1,"array([18.29582678, -2.00639557])"
817,balloon-juice.com,eTalkingHead,1,"array([18.5738143 , -5.23130921])"
818,bamapachyderm.blogspot.com,"Blogarama,BlogCatalog",1,"array([19.26746812,  4.63299701])"
819,batr.net,Blogarama,1,"array([37.06784109, -9.20512705])"
820,batr.org/commentary.html,Blogarama,1,"array([35.92663607, -8.989639  ])"
821,beautifulatrocities.com,LabeledManually,1,"array([20.28768995, -2.59421957])"
822,beefalwayswins.blogspot.com,Blogarama,1,"array([19.74614028, -0.66171915])"
823,beldar.blogs.com/beldarblog,eTalkingHead,1,"array([18.40799377, -4.81118512])"
824,bellusbellum.info,Blogarama,1,"array([18.0646974 ,  5.03312414])"
825,belmontclub.blogspot.com,LabeledManually,1,"array([18.56002889, -3.51963726])"
826,bensgtusmc.com,Blogarama,1,"array([22.93389254,  3.85535193])"
827,bensworld.patriotforum.org,Blogarama,1,"array([16.90374809, -0.48531748])"
828,bernardmoon.blogspot.com,eTalkingHead,1,"array([21.4536133 , -4.27291756])"
829,betsyspage.blogspot.com,LabeledManually,1,"array([20.65810959, -4.68936121])"
830,bidinotto.journalspace.com,Blogarama,1,"array([14.67843467, -1.47942302])"
831,bigenchilada.org,BlogCatalog,1,"array([75.41359892, -5.72727007])"
832,bigfatroid.blogspot.com,"Blogarama,BlogCatalog",1,"array([17.14069746,  3.28333201])"
833,bigjourney.blogspot.com,Blogarama,1,"array([23.79847395,  4.7697745 ])"
834,billhobbs.com,BlogPulse,1,"array([18.14273064, -3.33453281])"
835,billrice.org,Blogarama,1,"array([15.34800224, -5.46306493])"
836,billroggio.com/easongate,LabeledManually,1,"array([17.8775983 , -4.40669669])"
837,bitheads.blogspot.com,Blogarama,1,"array([20.57526171, -5.08695298])"
838,bittersweetme.net/blog/index.php,Blogarama,1,"array([19.36005288, -0.09753753])"
839,bkennelly.com/vox,Blogarama,1,"array([24.32241307, -4.34265293])"
840,blackmanforbush.blogspot.com,Blogarama,1,"array([24.07028446,  0.26598854])"
841,blindmindseye.com,Blogarama,1,"array([21.13750593,  1.07706606])"
842,blithered.blogspot.com,Blogarama,1,"array([20.90340182,  0.15952056])"
843,blog.iainlindley.com,eTalkingHead,1,"array([ 66.06642003, -19.53114602])"
844,blog.mytechaid.com,Blogarama,1,"array([-36.21955902, -19.45386205])"
845,blog.nam.org,BlogCatalog,1,"array([13.79536476,  3.04187014])"
846,blog.ncsweb.us,"Blogarama,BlogCatalog,eTalkingHead,CampaignLine",1,"array([17.61011482, -0.01782836])"
847,blog.so-amazing.net,Blogarama,1,"array([24.80203548,  5.39385229])"
848,blog.willrobinson47.com,Blogarama,1,"array([21.20744386,  4.3791484 ])"
849,bloghogger.blogspot.com,eTalkingHead,1,"array([14.22784758,  0.74536297])"
850,blogicus.com,eTalkingHead,1,"array([19.07338172, -1.06425767])"
851,blogodob.blogspot.com,eTalkingHead,1,"array([17.51203327, -3.57731184])"
852,blogs.blogosphere.ca/brock,Blogarama,1,"array([-16.47387588, -55.51228221])"
853,blogsagainsthillary.com,LabeledManually,1,"array([19.49493778,  1.36172329])"
854,blogsforbush.com,"BlogPulse,CampaignLine",1,"array([20.82378685, -0.4703286 ])"
855,blogsofwar.com,"BlogPulse,eTalkingHead",1,"array([19.06634673, -3.62834108])"
856,blogspirator.blogspot.com,Blogarama,1,"array([17.34387376, -4.79231489])"
857,blubberhollow.com/blog,Blogarama,1,"array([22.64140887,  3.13434262])"
858,blue6golf.blogspot.com,Blogarama,1,"array([17.53213082,  1.04870373])"
859,bluegoldfish.blogs.com/surface,Blogarama,1,"array([18.22517889, -0.69045002])"
860,bluestates.blogspot.com,LeftyDirectory,1,"array([14.55040826, -7.60871175])"
861,bobhayes.net,CampaignLine,1,"array([20.75283427, -0.83119077])"
862,boottotheskull.com,Blogarama,1,"array([15.66602572,  5.63739072])"
863,borgardblog.blogspot.com,Blogarama,1,"array([23.72101869, -3.94177127])"
864,brainshavings.com,LabeledManually,1,"array([20.39673259, -2.01671558])"
865,brendonsspiderhole.blogspot.com,Blogarama,1,"array([40.79937891, 42.86074724])"
866,brianlarry.com,Blogarama,1,"array([ 10.21534786, -54.68820619])"
867,brianscott.blogspot.com,Blogarama,1,"array([17.83679204,  7.07651263])"
868,brutallyhonest.org,Blogarama,1,"array([21.54162119,  1.27033702])"
869,buckeyepundit.blogspot.com,BlogCatalog,1,"array([24.18069206, -0.61300413])"
870,bullmooserepublicans.com/blog,"Blogarama,LabeledManually",1,"array([16.42855068,  1.2801283 ])"
871,bushblog.us,Blogarama,1,"array([22.40712506, -0.59861549])"
872,c-pol.blogspot.com,"Blogarama,CampaignLine",1,"array([16.52170659, -1.59946021])"
873,californiaconservatives4truth.blogspot.com,Blogarama,1,"array([23.16750962, -0.80390807])"
874,calirep.blogspot.com,Blogarama,1,"array([14.77814225, -2.1522864 ])"
875,calpoly.edu/~doleary/blog.htm,Blogarama,1,"array([21.85258686,  2.63808705])"
876,campaignofone.org/blog/index.asp,Blogarama,1,"array([ 55.89263396, -49.11590423])"
877,captainsquartersblog.com/mt,eTalkingHead,1,"array([19.25639903, -3.37780174])"
878,catscape.com,Blogarama,1,"array([21.76037368, -4.50384747])"
879,cayankee.blogs.com,BlogPulse,1,"array([20.00459212, -3.05613328])"
880,cbcbcbcb.blogspot.com,Blogarama,1,"array([22.27783807, -4.52277637])"
881,ccs178.com,BlogCatalog,1,"array([23.51716141, -1.12245003])"
882,cdharris.net,BlogPulse,1,"array([17.92102752, -3.03479089])"
883,cecile.squarespace.com,Blogarama,1,"array([29.90106675, -2.07135532])"
884,celluloid-wisdom.com/pw,LabeledManually,1,"array([19.63905246, -4.32659357])"
885,celluloid-wisdom.com/pw/,LabeledManually,1,"array([19.31139142, -5.3736319 ])"
886,centinel.blogspot.com,Blogarama,1,"array([23.90065552, -6.84931107])"
887,chadster.capitalfocus.org,Blogarama,1,"array([15.66182057,  3.0741588 ])"
888,chainik_hocker.blogspot.com,BlogCatalog,1,"array([21.74749391,  3.34808069])"
889,charlesking.blogspot.com,eTalkingHead,1,"array([ 8.89810742, -3.93534819])"
890,chiefsblog.blogspot.com,eTalkingHead,1,"array([22.3535547 , -5.73781973])"
891,chrenkoff.blogspot.com,LabeledManually,1,"array([19.11153687, -2.59968351])"
892,christian-patriot.blogspot.com,"Blogarama,BlogCatalog",1,"array([21.80455953, -1.23363807])"
893,civilcommotion.com,eTalkingHead,1,"array([24.2969259 ,  0.88261667])"
894,claycalhoun.com,Blogarama,1,"array([17.64894271, -2.94203969])"
895,claytoncorner.blogspot.com,eTalkingHead,1,"array([13.0997791 , -5.33734239])"
896,clubforgrowth.org/blog,CampaignLine,1,"array([16.76378394, -3.54770965])"
897,cmillertime.blogspot.com,eTalkingHead,1,"array([16.5117861 ,  0.50305897])"
898,coffee.ondragonswing.com,eTalkingHead,1,"array([18.62743584,  1.46498876])"
899,commonsenserunswild.typepad.com,Blogarama,1,"array([19.28980649, -3.09066867])"
900,confederateyankee.blogspot.com,"Blogarama,eTalkingHead,CampaignLine",1,"array([18.16889679, -0.2981175 ])"
901,conpro.blogspot.com,Blogarama,1,"array([74.96939178, -0.60280808])"
902,conservativeblogger.com,eTalkingHead,1,"array([23.78242632,  1.84203354])"
903,conservativecat.com,Blogarama,1,"array([21.93696639, -0.54619333])"
904,conservativecitizen.blogspot.com,"eTalkingHead,CampaignLine",1,"array([-38.86952437, -25.06494152])"
905,conservativedhc.blogspot.com,Blogarama,1,"array([33.44452877, 53.57508558])"
906,conservativedialysis.com,BlogCatalog,1,"array([18.63950789, -1.53590683])"
907,conservativeeyes.blogspot.com,BlogCatalog,1,"array([18.93863749, -0.56933543])"
908,conservativelife.com/blog,"Blogarama,BlogCatalog,eTalkingHead",1,"array([17.80043738, -2.66521084])"
909,conservativenation.us,Blogarama,1,"array([27.29734375,  2.43286522])"
910,conservativeobserver.blogspot.com,eTalkingHead,1,"array([14.26293213, -3.81866681])"
911,conservativepolitics.blogspot.com,"Blogarama,eTalkingHead",1,"array([ 9.41685171, -1.76118365])"
912,conservativepunk.com,eTalkingHead,1,"array([18.97693561,  2.48709786])"
913,conservativepush.blogspot.com,CampaignLine,1,"array([25.22267455, -0.6892852 ])"
914,conservativeresponse.com,Blogarama,1,"array([23.19086596,  1.75940256])"
915,conservativerevolution.com,LabeledManually,1,"array([21.91225405, -4.16388   ])"
916,conservativevor.blogdrive.com,Blogarama,1,"array([-30.53161987, -26.0198159 ])"
917,conservativezone.blogspot.com,Blogarama,1,"array([16.17045292, -4.13047817])"
918,coxandforkum.com,LabeledManually,1,"array([19.38568547, -2.48707984])"
919,cptnwinky.com,"Blogarama,eTalkingHead",1,"array([14.88847449,  3.28684844])"
920,crankybastard.blogspot.com,"Blogarama,eTalkingHead",1,"array([17.22826703, -3.89824158])"
921,crankyneocon.com/crankyneocon,LabeledManually,1,"array([20.08577932, -1.66542423])"
922,criticalbill.blogspot.com,Blogarama,1,"array([-30.49970485, -34.6081695 ])"
923,cruelkev.blogspot.com,Blogarama,1,"array([45.42602675, 40.21263365])"
924,cubanstories.blogspot.com,Blogarama,1,"array([23.04806852,  1.24539553])"
925,cybermenace.blogspot.com,eTalkingHead,1,"array([25.24145015,  1.19874106])"
926,cynicalnation.com,Blogarama,1,"array([20.00073388, -4.85363884])"
927,cynscorion.com/v-web/b2/index.php,BlogCatalog,1,"array([ 1.97221404, 40.50487812])"
928,d-42.com,Blogarama,1,"array([27.1327607 , -0.54217412])"
929,daddypundit.blogspot.com,BlogCatalog,1,"array([2.01035156e+01, 1.28468623e-02])"
930,dadougster.blogspot.com,"Blogarama,BlogCatalog",1,"array([26.3148526, -2.1406408])"
931,dailypundit.com,LabeledManually,1,"array([17.74286225, -4.71177652])"
932,dailyrecycler.com/blog,LabeledManually,1,"array([21.33090915, -3.95591022])"
933,daisycutter.blogspot.com,Blogarama,1,"array([19.36394477, -1.64972363])"
934,dalythoughts.com,BlogPulse,1,"array([18.35665218, -4.08945197])"
935,danieldrezner.com/blog,LabeledManually,1,"array([19.03839905, -5.74244819])"
936,danzfamily.com,BlogCatalog,1,"array([17.84505703, -0.76846289])"
937,dartblog.com,Blogarama,1,"array([16.86664622, -3.92042486])"
938,datingrepublicans.com,BlogCatalog,1,"array([14.19299296,  4.0547575 ])"
939,deadcantrant.com/blog,Blogarama,1,"array([17.13261503, -0.9157007 ])"
940,deanesmay.com,BlogPulse,1,"array([19.39930299, -4.02086954])"
941,deansjournal.blogspot.com,BlogCatalog,1,"array([22.27276336, -3.43899875])"
942,decision08.blogspot.com,Blogarama,1,"array([20.18755745, -5.23009859])"
943,denbeste.nu,LabeledManually,1,"array([17.14426629, -3.5711861 ])"
944,depressedlonelybored.typepad.com,Blogarama,1,"array([19.14323838,  7.83498632])"
